Band,Range,Description,PartNo,MSRP List Price,Standard Channel SKU,Unnamed: 6
A,1-+,Skyhigh O365 MAILSHRPT1DRVTMS 1:1 BZ,C51ECE-AA,100.41,C51ECE-AA-AA,
C52,"Skyhigh CASB for Shadow IT / Office 365 Mail / SharePoint and OneDrive / Teams
LICENSE: Per User.
DELIVERABLE: Welcome email.
PRODUCT CONTENT: Skyhigh CASB for Shadow IT is a product designed to support security and governance programs. It provides visibility, risk assessment, threat analytics, automated and customizable reports, and access control policy enforcement via existing firewalls & proxies.
Skyhigh CASB for Office 365 Mail is a product designed to support security, compliance and governance programs. Customers can enforce data loss prevention policies, view policy violations, capture detailed audit trail of admin activity, and enforce access control policies.
Skyhigh CASB for Office 365 SharePoint and OneDrive is a product designed to support security, compliance and governance programs. Customers can enforce data loss prevention policies, enforce data sharing policies, detect anomalous activity indicative of insider threats and compromised accounts, view an audit trail of user activity, and enforce access control policies.
Skyhigh CASB for Office 365 Teams is a product designed to support security, compliance and governance programs. Customers can enforce data loss prevention policies, enforce data sharing policies, detect anomalous activity indicative of insider threats and compromised accounts, view an audit trail of user activity, and enforce access control policies.
Skyhigh CASB for O365 Includes activity monitoring, threat analytics, data loss prevention and access control.
As part of this SKU, customers also gain access to Skyhigh’s foundational Data Security Posture Management (DSPM) solution, enabling data classification, activity monitoring and control over their sensitive data.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,1-+,Skyhigh SWIT O365 MAILSHP1DRVTMS 1:1 BZ,C52ECE-AA,126.46,C52ECE-AA-AA,
,RP-RBI (Managed),,,,,
RP-RBI-MANAGED,"Skyhigh Cloud App Isolation
LICENSE:  Per User, per product.
DELIVERABLE:  Welcome email.
PRODUCT CONTENT: This SKU enables the customer to use the integration between the Reverse Proxy and Forward Proxy / RBI to enforce controls on long-tail SaaS traffic. This SKU allows customers to apply standard cloud controls including access controls, DLP, and activity monitoring for all traffic going to a sanctioned SaaS service (SAML based login) from managed or unmanaged devices. This SKU cannot be purchased for those cloud services where an API integration is already available. Customers who have purchased full isolation will have this feature already available to them and need not purchase this SKU.
Regional Data Center support:  US only.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,1-+,Skyhigh CAI 1:1BZ,RBMECE-AA,96.45,RBMECE-AA-AA,
,CASB: Education Institutions,,,,,
C46,"Skyhigh CASB for Office 365 Mail Student Use Option
LICENSE: Per User.
DELIVERABLE: Welcome email.
PRODUCT CONTENT: A product designed to support security, compliance and governance programs.   Customers can capture a detailed audit trail of admin activity, and detect anomalous activity which may be indicative of insider threats and compromised accounts. Product features include activity monitoring and threat protection for O365 Mail.
NOTE:  This SKU is only available for K-12 and higher educational institutions.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,1-+,Skyhigh O365 Mail StudentUse 1:1BZ,C46ECE-AA,10.35,C46ECE-AA-AA,
C47,"Skyhigh CASB for Office 365 SharePoint and OneDrive Student Use Option
LICENSE: Per User.
DELIVERABLE: Welcome email.
PRODUCT CONTENT: A product designed to support security, compliance and governance programs.  Customers can capture a detailed audit trail of admin activity, and detect anomalous activity which may be indicative of insider threats and compromised accounts
Product features include activity monitoring, threat protection for O365 SharePoint and OneDrive.
NOTE:  This SKU is only available for K-12 and higher educational institutions.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,1-+,Skyhigh O365 SP1Drv StudentUse1:1BZ,C47ECE-AA,10.35,C47ECE-AA-AA,
C48,"Skyhigh CASB for Google Drive Student Use Option
LICENSE: Per User.
DELIVERABLE: Welcome email.
PRODUCT CONTENT: A product designed to support security, compliance and governance programs. Customers can capture a detailed audit trail of admin activity, and detect anomalous activity which may be indicative of insider threats and compromised accounts
Product features include activity monitoring and threat protection for Google Drive.
NOTE:  This SKU is only available for K-12 and higher educational institutions.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,1-+,Skyhigh Google Drive StudentUse 1:1BZ,C48ECE-AA,10.35,C48ECE-AA-AA,
C49,"Skyhigh CASB for Google Mail Student Use Option
LICENSE: Per User.
DELIVERABLE: Welcome email.
PRODUCT CONTENT:A product designed to support security, compliance and governance programs.  Customers can capture a detailed audit trail of admin activity, and detect anomalous activity which may be indicative of insider threats and compromised accounts
Product features include activity monitoring and threat protection for Google Mail.
NOTE:  This SKU is only available for K-12 and higher educational institutions.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,1-+,Skyhigh Google Mail StudentUse 1:1 BZ,C49ECE-AA,10.35,C49ECE-AA-AA,
,Secure Web Gateway,,,,,
MVW,"Skyhigh SWG
LICENSE: Per User.
DELIVERABLE: Activation via email. License via email and software per download.
PRODUCT CONTENT:  SWG Cloud Service as integrated service in Skyhigh Security Cloud, including Cloud DLP. In addition, it includes access to Client Proxy. Appliance license, Incl GAM and Hybrid configuration are included. On premise ePO, CSR and Client Proxy are included through the on-premise licenses. MVISION ePO is an available add-on via the MEPO SKU.
RESTRICTION: This SKU contractually removes the right the use any CASB SHADOW and REMOTE BROWSER ISOLATION features.
Post Q1, 2024, SWG Software license contractually restricts its use on Virtual Machines in a production environment. This license can only be used in a test or development environment - (upto 5 MAX VMs with a max core of 4 CPUs per instance). For production usage on Virtual machines, SWG Software subscription license (Skyhigh SWG Software VM Deployment Extension - Subscription) to be purchased in addition to SWG Software License (WSG-S, MVW, MVW-ADV, UCEB, UCEA,UCEC, UCEB-U1, UCEB-U2, UCEB-U3, UCEA-U, UCEA-U1)",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,1-+,Skyhigh SWG 1:1BZ,MVWECE-AA,58.62,MVWECE-AA-AA,
MVW-U,"Skyhigh SWG - Upgrade
LICENSE: Per User.
DELIVERABLE: Activation via email. License via email and software per download.
PRODUCT CONTENT:  SWG Cloud Service as integrated service in Skyhigh Security Cloud, including Cloud DLP. In addition, it includes access to Client Proxy. Appliance license, Incl GAM and Hybrid configuration are included. On premise ePO, CSR and Client Proxy are included through the on-premise licenses. MVISION ePO is an available add-on via the MEPO SKU.
RESTRICTION: This SKU contractually removes the right the use any CASB SHADOW and REMOTE BROWSER ISOLATION features.
Post Q1, 2024, SWG Software license contractually restricts its use on Virtual Machines in a production environment. This license can only be used in a test or development environment - (upto 5 MAX VMs with a max core of 4 CPUs per instance). For production usage on Virtual machines, SWG Software subscription license (Skyhigh SWG Software VM Deployment Extension - Subscription) to be purchased in addition to SWG Software License (WSG-S, MVW, MVW-ADV, UCEB, UCEA,UCEC, UCEB-U1, UCEB-U2, UCEB-U3, UCEA-U, UCEA-U1)",,,,,
,Upgrade Subscription Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,1-+,Skyhigh SWG UPG 1:1BZ,MVWECE-DA,58.62,MVWECE-DA-AA,
MVW-ADV,"Skyhigh SWG Advanced
LICENSE: Per User.
DELIVERABLE: Activation via email. License via email and software per download.
PRODUCT CONTENT:  SWG Cloud Service as integrated service in Skyhigh Security Cloud, including Cloud DLP. In addition, it includes access to Client Proxy. Appliance license, Incl GAM and Hybrid configuration are included. On premise ePO, CSR and Client Proxy are included through the on-premise licenses. MVISION ePO is an available add-on via the MEPO SKU. Includes risky web and Web DLP.
RESTRICTION: This SKU contractually removes the right the use any CASB SHADOW
Post Q1, 2024, SWG Software license contractually restricts its use on Virtual Machines in a production environment. This license can only be used in a test or development environment - (upto 5 MAX VMs with a max core of 4 CPUs per instance). For production usage on Virtual machines, SWG Software subscription license (Skyhigh SWG Software VM Deployment Extension - Subscription) to be purchased in addition to SWG Software License (WSG-S, MVW, MVW-ADV, UCEB, UCEA,UCEC, UCEB-U1, UCEB-U2, UCEB-U3, UCEA-U, UCEA-U1)",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,1-+,Skyhigh SWG Advanced 1:1BZ,SWAECE-AA,84.05,SWAECE-AA-AA,
WG5500-F,"Skyhigh SWG WG5500-F Appliance
LICENSE: Per Unit
DELIVERABLE Skyhigh Secure Web Gateway Appliance.
PRODUCT CONTENT: Hardware only. Requires either subscription (WPS2), Perpetual (WSG), Skyhigh SWG, or Skyhigh Security Service Edge Essentials per-user software license to use at a minimum. This appliance ships with 4 10Gbit Copper Ports only, customer can purchase supply based on their own purchase of supported NICS.",,,,,
,Standard Offering,,,,,
,Hardware,,,,,
 ,1-+,Skyhigh SWG 5500 Appl-F,WBG-5500-F,90908.39,WBG-5500-FA,
,1yr Next Business Day Ship Hardware Support,,,,,
 ,1-+,Skyhigh SWG 5500 Appl-F 1Yr NBD,WBG5500FNBD,17189.95,WBG5500FNBDA,
,1yr Same Day 24x7 Hardware Support (CRU Only),,,,,
 ,1-+,Skyhigh SWG 5500 Appl-F 1Yr SD,WBG5500FSD,21487.45,WBG5500FSDA,
WG5000-F,"Skyhigh SWG WG5000-F Appliance
LICENSE: Per Unit
DELIVERABLE Skyhigh Secure Web Gateway Appliance.
PRODUCT CONTENT: Hardware only. Requires either subscription (WPS2), Perpetual (WSG), Skyhigh SWG, or Skyhigh Security Service Edge Essentials per-user software license to use at a minimum. This appliance ships with 4 10Gbit Copper Ports only, customer can purchase supply Essentials on their own purchase of supported NICS.",,,,,
,Standard Offering,,,,,
,Hardware,,,,,
 ,1-+,Skyhigh SWG 5000 Appl-F,WBG-5000-F,56623.23,WBG-5000-FA,
,1yr Next Business Day Ship Hardware Support,,,,,
 ,1-+,Skyhigh SWG 5000 Appl-F 1Yr NBD,WBG5000FNBD,10706.97,WBG5000FNBDA,
,1yr Same Day 24x7 Hardware Support (CRU Only),,,,,
 ,1-+,Skyhigh SWG 5000 Appl-F 1Yr SD,WBG5000FSD,13383.67,WBG5000FSDA,
WSG-S,"Skyhigh SWG Software - Subscription
LICENSE: Per user.
DELIVERABLE: License key via email.
PRODUCT CONTENT: Skyhigh SWG Software license enables the following functionality on Skyhigh Secure Web Gateway Appliances: category-based and reputation-based web filtering, Trellix anti-virus, proxy, cache, authentication, SSL scanning, content control filters and Trellix Content Security Reporter. Skyhigh SWG Software license purchase includes software license and business software support.
Post Q1, 2024, SWG Software license contractually restricts its use on Virtual Machines in a production environment. This license can only be used in a test or development environment - (upto 5 MAX VMs with a max core of 4 CPUs per instance). For production usage on Virtual machines, SWG Software subscription license (Skyhigh SWG Software VM Deployment Extension - Subscription) to be purchased in addition to SWG Software License (WSG-S, MVW, MVW-ADV, UCEB, UCEA,UCEC, UCEB-U1, UCEB-U2, UCEB-U3, UCEA-U, UCEA-U1)",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,5-25,Skyhigh SWG SW 1:1BZ,WSGECE-AA,68.92,WSGECE-AA-AA,
B,26-50,Skyhigh SWG SW 1:1BZ,WSGECE-AA,59.67,WSGECE-AA-BA,
C,51-100,Skyhigh SWG SW 1:1BZ,WSGECE-AA,50.51,WSGECE-AA-CA,
D,101-250,Skyhigh SWG SW 1:1BZ,WSGECE-AA,42.03,WSGECE-AA-DA,
E,251-500,Skyhigh SWG SW 1:1BZ,WSGECE-AA,33.02,WSGECE-AA-EA,
F,501-1000,Skyhigh SWG SW 1:1BZ,WSGECE-AA,26.25,WSGECE-AA-FA,
G,1001-2000,Skyhigh SWG SW 1:1BZ,WSGECE-AA,22.58,WSGECE-AA-GA,
H,2001-5000,Skyhigh SWG SW 1:1BZ,WSGECE-AA,19.43,WSGECE-AA-HA,
I,5001-10000,Skyhigh SWG SW 1:1BZ,WSGECE-AA,17.05,WSGECE-AA-IA,
J,10001-20000,Skyhigh SWG SW 1:1BZ,WSGECE-AA,14.53,WSGECE-AA-JA,
K,20001-50000,Skyhigh SWG SW 1:1BZ,WSGECE-AA,12.57,WSGECE-AA-KA,
L,50001-+,Skyhigh SWG SW 1:1BZ,WSGECE-AA,10.35,WSGECE-AA-LA,
GAM,"Skyhigh SWG Anti-Malware AddOn
LICENSE: Per user.
DELIVERABLE: License key via email.
PRODUCT CONTENT: Skyhigh SWG Anti-Malware is an add-on to the Skyhigh SWG Software and is used on Skyhigh SWG appliances. The number of licenses purchased must be equal to the number of Skyhigh SWG Software software licenses. This add-on includes a machine learning backed emulation engine that provides behavioural detections and day-0 protection. Skyhigh SWG Anti-Malware license purchase is subscription based and needs to be renewed annually.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,5-25,Skyhigh SWG SW Anti Malw AddOn 1:1BZ,GAMECE-AA,11.23,GAMECE-AA-AA,
B,26-50,Skyhigh SWG SW Anti Malw AddOn 1:1BZ,GAMECE-AA,10.24,GAMECE-AA-BA,
C,51-100,Skyhigh SWG SW Anti Malw AddOn 1:1BZ,GAMECE-AA,9.23,GAMECE-AA-CA,
D,101-250,Skyhigh SWG SW Anti Malw AddOn 1:1BZ,GAMECE-AA,8.25,GAMECE-AA-DA,
E,251-500,Skyhigh SWG SW Anti Malw AddOn 1:1BZ,GAMECE-AA,7.24,GAMECE-AA-EA,
F,501-1000,Skyhigh SWG SW Anti Malw AddOn 1:1BZ,GAMECE-AA,6.24,GAMECE-AA-FA,
G,1001-2000,Skyhigh SWG SW Anti Malw AddOn 1:1BZ,GAMECE-AA,5.31,GAMECE-AA-GA,
H,2001-5000,Skyhigh SWG SW Anti Malw AddOn 1:1BZ,GAMECE-AA,4.51,GAMECE-AA-HA,
I,5001-10000,Skyhigh SWG SW Anti Malw AddOn 1:1BZ,GAMECE-AA,3.91,GAMECE-AA-IA,
J,10001-+,Skyhigh SWG SW Anti Malw AddOn 1:1BZ,GAMECE-AA,3.13,GAMECE-AA-JA,
WAT,"Skyhigh Secure Web Anti-Malware Third-Party AddOn
LICENSE: Per user.
DELIVERABLE: License key via email.
PRODUCT CONTENT: Skyhigh SWG Anti-Malware Third-Party license is an add-on to the SWG Anti-Malware addon-on or suites including SWG Anti-Malware, except Skyhigh SWG Software,  and is used on Skyhigh Secure Web Gateway Appliances. The number of licenses purchased must be equal to the number of Skyhigh SWG Software software licenses. This add-on includes a Third party pattern based Anti-Malware engine. Skyhigh SWG Anti-Malware Third-Party license purchase is subscription based and needs to be renewed annually.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,5-25,Skyhigh SWG Anti Malware TP Addon 1:1BZ,WATECE-AA,19.64,WATECE-AA-AA,
B,26-50,Skyhigh SWG Anti Malware TP Addon 1:1BZ,WATECE-AA,17.9,WATECE-AA-BA,
C,51-100,Skyhigh SWG Anti Malware TP Addon 1:1BZ,WATECE-AA,16.15,WATECE-AA-CA,
D,101-250,Skyhigh SWG Anti Malware TP Addon 1:1BZ,WATECE-AA,14.41,WATECE-AA-DA,
E,251-500,Skyhigh SWG Anti Malware TP Addon 1:1BZ,WATECE-AA,12.66,WATECE-AA-EA,
F,501-1000,Skyhigh SWG Anti Malware TP Addon 1:1BZ,WATECE-AA,10.93,WATECE-AA-FA,
G,1001-2000,Skyhigh SWG Anti Malware TP Addon 1:1BZ,WATECE-AA,9.3,WATECE-AA-GA,
H,2001-5000,Skyhigh SWG Anti Malware TP Addon 1:1BZ,WATECE-AA,7.89,WATECE-AA-HA,
I,5001-10000,Skyhigh SWG Anti Malware TP Addon 1:1BZ,WATECE-AA,6.81,WATECE-AA-IA,
J,10001-+,Skyhigh SWG Anti Malware TP Addon 1:1BZ,WATECE-AA,5.5,WATECE-AA-JA,
WGI,"Skyhigh SWG ICAP Deployment
LICENSE: Per Virtual Instance.
DELIVERABLE: Skyhigh SWG Software, Gateway Edition software download for use as a content scanner via ICAP deployment. Licensing is restricted as described in the quoting handbook and is per virtual appliance in production, no charge for QA, lab, development or standby; optional hardware appliances sold separately.  Not to be used for forward proxy nor ICAP off end user traffic from a third party proxy.  See Quote Handbook for license rules.
PRODUCT CONTENT: Skyhigh SWG Software, Gateway Edition software license with Skyhigh SWG Anti-Malware, Gateway Edition enabled. Customer deploys on VMWare that they provide or on optional appliance hardware. The corresponding Business Software Support SKU is required to be sold with the appliance and provided to Skyhigh on one consolidated purchase order.
",,,,,
,Standard Offering,,,,,
,Perpetual License with 1yr Business Software Support,,,,,
A,1-+,Skyhigh SWG ICAP Deployment P:1 BZ,WGICKE-AA,18919.44,WGICKE-AA-AA,
,1yr Business Software Support,,,,,
A,1-+,Skyhigh SWG ICAP Deployment 1Yr BZ,WGIYCM-AA,5902.87,WGIYCM-AA-AA,
KVM,"Skyhigh SWG Software KVM - Add-On
LICENSE: Per User band.
DELIVERABLE: Product Download.
PRODUCT CONTENT: Add on SKU to enables access to Skyhigh SWG software KVM related download, allows customer to install and run SWG on KVM based hypervisor including Nutanix.
This SKU is a recurring add -on for any subsequent purchase or renewals for the customer.
User count must match existing WSG licensing",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,5-25,Skyhigh SWG Software KVM 1:1 BZ,KVMECE-AA,56.03,KVMECE-AA-AA,
B,26-50,Skyhigh SWG Software KVM 1:1 BZ,KVMECE-AA,48.55,KVMECE-AA-BA,
C,51-100,Skyhigh SWG Software KVM 1:1 BZ,KVMECE-AA,41.08,KVMECE-AA-CA,
D,101-250,Skyhigh SWG Software KVM 1:1 BZ,KVMECE-AA,34.17,KVMECE-AA-DA,
E,251-500,Skyhigh SWG Software KVM 1:1 BZ,KVMECE-AA,26.87,KVMECE-AA-EA,
F,501-1000,Skyhigh SWG Software KVM 1:1 BZ,KVMECE-AA,21.36,KVMECE-AA-FA,
G,1001-2000,Skyhigh SWG Software KVM 1:1 BZ,KVMECE-AA,18.36,KVMECE-AA-GA,
H,2001-5000,Skyhigh SWG Software KVM 1:1 BZ,KVMECE-AA,15.81,KVMECE-AA-HA,
I,5001-10000,Skyhigh SWG Software KVM 1:1 BZ,KVMECE-AA,13.85,KVMECE-AA-IA,
J,10001-20000,Skyhigh SWG Software KVM 1:1 BZ,KVMECE-AA,11.84,KVMECE-AA-JA,
K,20001-50000,Skyhigh SWG Software KVM 1:1 BZ,KVMECE-AA,10.21,KVMECE-AA-KA,
L,50001-+,Skyhigh SWG Software KVM 1:1 BZ,KVMECE-AA,8.4,KVMECE-AA-LA,
SVP,"Skyhigh SWG Software VM Deployment Extension - Subscription
LICENSE: Per user.
DELIVERABLE: Activation via email.
PRODUCT CONTENT: Skyhigh SWG Software VM Deployment Extension license enables customers with WSG-S, UCEA, UCEB,UCEC, MVW and MVW-Advanced to use Skyhigh SWG subscription software license on Virtual appliances (except on KVM). Customers should buy and match the license count of WSG-S, UCEA, UCEB,UCEC, MVW and MVW-Advanced to match the total number of users.
Total combined user licenses used across physical and virtual appliances should not exceed total purchased WSG-S, UCEA, UCEB,UCEC, MVW and MVW-Advanced license count.",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,5-+,Skyhigh SWG SW VM Deploy Ext 1:1BZ,SVPECE-AA,3.71,SVPECE-AA-AA,
,Secure Web Gateway Accessories,,,,,
MAP-10G4SR-FBRF,"Skyhigh 10 Gigabit Fiber OCP Card - F Model Appliances with Short Range Transceivers
LICENSE: Per Unit.
DELIVERABLE: Non-Stockable H/W Units.
PRODUCT CONTENT: Optional card, to be used in a WG5500F or WG5000F appliance, one per appliance, installed by customer. Card has four connectors, includes required SFPs",,,,,
,Standard Offering,,,,,
,Hardware,,,,,
 ,1-+,10GB Fbr OCP SR Card F Model,MAP-10G4SR-FBRF,3836.45,MAP-10G4SR-FBRFA,
,1yr Advanced RMA (next business day ship) Hardware Support,,,,,
 ,1-+,10GB Fbr OCP SR Card F Model 1YrRMA,RB10G4SRFBRF,894.47,RB10G4SRFBRFA,
MAP-10G4LR-FBRF,"Skyhigh 10 Gigabit Fiber OCP Card - F Model Appliances with Long Range Transceivers
LICENSE: Per Unit.
DELIVERABLE: Non-Stockable H/W Units.
PRODUCT CONTENT: Optional card, to be used in a WG5500F or WG5000F appliance, installed by customer. Card has four connectors, includes required SFPs",,,,,
,Standard Offering,,,,,
,Hardware,,,,,
 ,1-+,10GB Fbr OCP LR Card F Model,MAP-10G4LR-FBRF,4226.04,MAP-10G4LR-FBRFA,
,1yr Advanced RMA (next business day ship) Hardware Support,,,,,
 ,1-+,10GB Fbr OCP LR Card F Model 1YrRMA,RB10G4LRFBRF,985.28,RB10G4LRFBRFA,
MAP-10G2-CPRF,"Skyhigh 10 Gigabit Copper OCP Card - F Model Appliances
LICENSE: Per Unit.
DELIVERABLE: Non-Stockable H/W Units.
PRODUCT CONTENT: Optional card, to be used in a WG5500F or WG5000F appliance, one per appliance, installed by customer. Card has two connectors",,,,,
,Standard Offering,,,,,
,Hardware,,,,,
 ,1-+,10GB Copper OCP Card F Model,MAP-10G2-CPRF,1978.55,MAP-10G2-CPRFA,
,1yr Advanced RMA (next business day ship) Hardware Support,,,,,
 ,1-+,10GB Copper OCP Card F Model 1YrRMA,RB10G2CPRF,453.01,RB10G2CPRFA,
,Secure Web Gateway Reverse Proxy Appliances,,,,,
WG5500-F-RP,"Skyhigh SWG WG5500-F Reverse Proxy Appliance
LICENSE: Per Unit.
DELIVERABLE: Skyhigh Secure Web Gateway Appliance for use as a Reverse Proxy. May not be used as a forward proxy for user internet access.
PRODUCT CONTENT: Hardware appliance with Skyhigh SWG Software, Gateway Edition software licenses and SWG Anti-Malware and  Skyhigh SWG Anti-Malware Third Party enabled. The corresponding Skyhigh Hardware and Business Software Support SKU is required to be sold with the appliance and provided to Skyhigh on one consolidated purchase order.",,,,,
,Standard Offering,,,,,
,Hardware,,,,,
 ,1-+,Skyhigh SWG 5500F Reverse Proxy Appl,WBG-5500-F-RPX,236401.22,WBG-5500-F-RPXA,
,1yr Next Business Day Ship Hardware Support,,,,,
 ,1-+,Skyhigh SWG 5500 RP Appl-F 1Yr NBD,WBG5500FRPXNBD,67051.95,WBG5500FRPXNBDA,
,1yr Same Day 24x7 Hardware Support (CRU Only),,,,,
 ,1-+,Skyhigh SWG 5500 RevProx Appl-F 1Yr SD,WBG5500FRPXSD,83814.96,WBG5500FRPXSDA,
WG5000-F-RP,"Skyhigh SWG WG5000-F Reverse Proxy Appliance
LICENSE: Per Unit.
DELIVERABLE: Skyhigh Secure Web Gateway Appliance for use as a Reverse Proxy. May not be used as a forward proxy for user internet access.
PRODUCT CONTENT: Hardware appliance with Skyhigh SWG Software, Gateway Edition software licenses and  SWG Anti-Malware and  Skyhigh SWG Anti-Malware Third Party enabled. The corresponding Skyhigh Hardware and Business Software Support SKU is required to be sold with the appliance and provided to Skyhigh on one consolidated purchase order.",,,,,
,Standard Offering,,,,,
,Hardware,,,,,
 ,1-+,Skyhigh SWG 5000F Reverse Proxy Appl,WBG-5000-F-RPX,99121.23,WBG-5000-F-RPXA,
,1yr Next Business Day Ship Hardware Support,,,,,
 ,1-+,Skyhigh SWG 5000 RP Appl-F 1Yr NBD,WBG5000FRPXNBD,28009.97,WBG5000FRPXNBDA,
,1yr Same Day 24x7 Hardware Support (CRU Only),,,,,
 ,1-+,Skyhigh SWG 5000 RevProx Appl-F 1Yr SD,WBG5000FRPXSD,35012.44,WBG5000FRPXSDA,
,Zero Trust Network Access,,,,,
MPA,"Skyhigh Private Access
LICENSE: Per User.
DELIVERABLE: Activation via email.
PRODUCT CONTENT: A product in Skyhigh CASB to enable users and devices to connect to internal resources without the need to connect to a VPN while applying a ZERO TRUST policy to control access. The product’s client can be optionally, rolled out via MVISION ePO and ePO, whereas policy administration will always take place in Skyhigh CASB. Skyhigh Private Access includes DLP classification and RBI as a feature for supported protocols.
This SKU can be sold independently. Be aware that Skyhigh Private Access is included in the SSE Complete bundle.
If sold in addition to or as bundle with SSE Essentials/A, customers can opt-in to apply the full web policy to supported protocols.",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,1-+,Skyhigh Private Access 1:1BZ,MPAECE-AA,102.91,MPAECE-AA-AA,
,Skyhigh Private Access Promotion,,,,,
MPA-PROMO,"Skyhigh Private Access Promo MPA
LICENSE: Per user. DELIVERABLE: Activation email
PRODUCT CONTENT: See Skyhigh Private Access SKU (MPA) for details. This SKU is a promotion SKU to be used when quoting Private Access for 10% of the users for free when using a qualifying SKU.
See Pricing Guidelines /CPQ for details.
Can be used to offer Private Access for free for 10% of users, when purchased with a qualifying SKU below:
UCEB - Skyhigh SSE Essential
UCEB-U1 - Skyhigh SSE - Shadow IT Upgrade
UCEB-U2 - Skyhigh SSE - Web Hybrid UpgradeUCEB-U3 - Skyhigh SSE - Web Gateway Upgrade
UCEA - Skyhigh SSE Advanced
UCEA-U	 - Skyhigh SSE Advanced - Upgrade
UCEA-U1 - Skyhigh CASB SaaS Unlimited – Skyhigh SSE Advanced Upgrade
MVW - Skyhigh SWG
MVW-U - Skyhigh SWG - Upgrade
PROMOTION CRITERIA
Customer must purchase at least 101 users of any of the above
Promotion Not available: NA Fed Gov Customers as no FedRAMP version of Private Access currently available
1 year license term
No possibility to renew for 0 Dollars.
Cannot be used with SKUs that include Private Access already.
Valid for new busines and renewal opportunities.",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,1-+,Skyhigh Private Access (PROMO) 1:1BZ,MPAECE-HA,Call For Quote,MPAECE-HA-AA,
,Cloud Native Application Protection Platform,,,,,
C42,"Skyhigh CNAPP - CSPM Account Pooled
LICENSE: Per IaaS Account (defined below).
DELIVERABLE: Welcome email.
PRODUCT CONTENT: Cloud Security Posture Management (CSPM) service designed to support security, compliance, and governance for Infrastructure as a Service (IaaS) platforms. Customers can audit IaaS accounts to detect risky misconfigurations, benchmark configurations against industry standards like CIS, PCI, HIPAA, NIST, and detect anomalous activity which may be indicative of compromised accounts. Service features include configuration audit of IaaS platform (up to 300 resources per account), configuration audit of container services, automatic remediation, Data Loss Prevention (DLP) and malware scanning as response actions, shift-left integration, vulnerability assessment, activity monitoring, and threat analytics.
Customer can audit IaaS accounts across Amazon Web Services (AWS), Microsoft Azure, and Google Cloud Platform (GCP). One active IaaS Account is required for each individual IaaS platform. Your purchase entitles you to select which IaaS accounts to audit, e.g., you purchase 10 CSPM Account Pooled licenses and audit 2 AWS accounts, 3 GCP projects, and 5 Azure subscription. Standard Offerings only.
An ""IaaS Account"" means, in relation to an AWS Account, Azure Subscription, or GCP Project, the basic unit where all resources are contained within the IaaS offering, respectively, such as compute, network, and storage instances. An IaaS Account is an operational and billing controls boundary by product, application workload, or program. Companies may create multiple accounts for administrative isolation between workloads, or to provide limited visibility and discoverability of workloads for instance. An active container is any online instance of a container. In container workloads, it’s common for one single container image to be running multiple instances resulting in some number of active containers.
As part of this SKU, customers also gain access to Skyhigh’s foundational Data Security Posture Management (DSPM) solution, enabling data classification, activity monitoring and control over their sensitive data.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,1-+,CNAPP CSPM Act Pooled 1:1 BZ,C42ECE-AA,18594.88,C42ECE-AA-AA,
