Band,Range,Description,PartNo,MSRP List Price,Standard Channel SKU,Unnamed: 6
TRXE1-AU,"Trellix Endpoint Security Suite (Australia Data Center)
LICENSE: Per User
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment. IaaS in AWS for Trellix Endpoint Security (HX)
MANAGEMENT:  ePO - SaaS, ePO - On-prem, ePO - IaaS, Endpoint Security (HX)- Cloud HX, Endpoint Security (HX) – vHX, Threat Intelligence Exchange (TIE), Threat Intelligence Exchange - SaaS and Data Exchange Layer (DXL).
FEATURES INCLUDED: Unified Trellix EDR with Forensics (EDRF) platform combines Trellix Endpoint Security HX and Trellix EDR, offering advanced detection, investigation, forensics, and response for Windows, macOS, and Linux platforms in both On-Prem and SaaS environments, Protection for Native Security, Endpoint Security for Windows, macOS, and Linux Platforms, Device Control, Command Line Scanner, Application Control for PCs, Trellix Insights for profiling ""Top Attacks"" with guidance to improve protection, and access to deploy Strategic Innovation Alliance (SIA) partner products. HX Controller deployment options include HW, HW DMZ, Virtual Appliance (VA), VA DMZ and Cloud. Upto 10 VA for HX included in the subscription but must be quoted separately. HW appliance and Cloud HX deployment SKUs need to be purchased separately. Quotes and Orders must additionally include the required number of deployment option physical/virtual appliances if required by customer - for corresponding appliance activation keys.
RESTRICTIONS: Limited to maximum of 5 devices per User. ePO - SaaS does not support all product features. Refer to specific product documentation for the latest compatibility with ePO - SaaS. This entitlement includes ePO - SaaS and Trellix EDR Cloud tenancies located in Australia data center only. Cloud HX (if purchased separately) tenancy will be in Australia data center only. For further exceptions, please refer to the Quoting Handbook.",,,,,
,Subscription Offering - 2 Way,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Trellix Endpnt Sec Suite (AU) 1:1TE,TRXE1AUE-AA,326.7,TRXE1AUE-AA-AA,
B,251-1000,Trellix Endpnt Sec Suite (AU) 1:1TE,TRXE1AUE-AA,292.92,TRXE1AUE-AA-BA,
C,1001-2000,Trellix Endpnt Sec Suite (AU) 1:1TE,TRXE1AUE-AA,259.13,TRXE1AUE-AA-CA,
D,2001-5000,Trellix Endpnt Sec Suite (AU) 1:1TE,TRXE1AUE-AA,225.29,TRXE1AUE-AA-DA,
E,5001-10000,Trellix Endpnt Sec Suite (AU) 1:1TE,TRXE1AUE-AA,214,TRXE1AUE-AA-EA,
F,10001-+,Trellix Endpnt Sec Suite (AU) 1:1TE,TRXE1AUE-AA,202.78,TRXE1AUE-AA-FA,
,Subscription Offering - 1 Way,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Trellix Endpnt Sec Suite 1W(AU) 1:1 TE,TRXE11WAUE-AA,359.4,TRXE11WAUE-AA-AA,
B,251-1000,Trellix Endpnt Sec Suite 1W(AU) 1:1 TE,TRXE11WAUE-AA,322.19,TRXE11WAUE-AA-BA,
C,1001-2000,Trellix Endpnt Sec Suite 1W(AU) 1:1 TE,TRXE11WAUE-AA,285.04,TRXE11WAUE-AA-CA,
D,2001-5000,Trellix Endpnt Sec Suite 1W(AU) 1:1 TE,TRXE11WAUE-AA,247.82,TRXE11WAUE-AA-DA,
E,5001-10000,Trellix Endpnt Sec Suite 1W(AU) 1:1 TE,TRXE11WAUE-AA,235.41,TRXE11WAUE-AA-EA,
F,10001-+,Trellix Endpnt Sec Suite 1W(AU) 1:1 TE,TRXE11WAUE-AA,223.05,TRXE11WAUE-AA-FA,
,Subscription Offering - Offline,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Trellix Endpnt Sec Suite OF(AU) 1:1 TE,TRXE1OFAUE-AA,375.73,TRXE1OFAUE-AA-AA,
B,251-1000,Trellix Endpnt Sec Suite OF(AU) 1:1 TE,TRXE1OFAUE-AA,336.83,TRXE1OFAUE-AA-BA,
C,1001-2000,Trellix Endpnt Sec Suite OF(AU) 1:1 TE,TRXE1OFAUE-AA,298,TRXE1OFAUE-AA-CA,
D,2001-5000,Trellix Endpnt Sec Suite OF(AU) 1:1 TE,TRXE1OFAUE-AA,259.08,TRXE1OFAUE-AA-DA,
E,5001-10000,Trellix Endpnt Sec Suite OF(AU) 1:1 TE,TRXE1OFAUE-AA,246.11,TRXE1OFAUE-AA-EA,
F,10001-+,Trellix Endpnt Sec Suite OF(AU) 1:1 TE,TRXE1OFAUE-AA,233.2,TRXE1OFAUE-AA-FA,
TRXE1U-AU,"Trellix Endpoint Security Suite - Upgrade (Australia Data Center)
LICENSE: Per User
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment. IaaS in AWS for Trellix Endpoint Security (HX)
MANAGEMENT:  ePO - SaaS, ePO - On-prem, ePO - IaaS, Endpoint Security (HX)- Cloud HX, Endpoint Security (HX) – vHX, Threat Intelligence Exchange (TIE), Threat Intelligence Exchange - SaaS and Data Exchange Layer (DXL).
FEATURES INCLUDED: Unified Trellix EDR with Forensics (EDRF) platform combines Trellix Endpoint Security HX and Trellix EDR, offering advanced detection, investigation, forensics, and response for Windows, macOS, and Linux platforms in both On-Prem and SaaS environments, Protection for Native Security, Endpoint Security for Windows, macOS, and Linux Platforms, Device Control, Command Line Scanner, Application Control for PCs, Trellix Insights for profiling ""Top Attacks"" with guidance to improve protection, and access to deploy Strategic Innovation Alliance (SIA) partner products. HX Controller deployment options include HW, HW DMZ, Virtual Appliance (VA), VA DMZ and Cloud. Upto 10 VA for HX included in the subscription but must be quoted separately. HW appliance and Cloud HX deployment SKUs need to be purchased separately. Quotes and Orders must additionally include the required number of deployment option physical/virtual appliances if required by customer - for corresponding appliance activation keys.
RESTRICTIONS: Limited to maximum of 5 devices per User. ePO - SaaS does not support all product features. Refer to specific product documentation for the latest compatibility with ePO - SaaS. This entitlement includes ePO - SaaS and Trellix EDR Cloud tenancies located in Australia data center only. Cloud HX (if purchased separately) tenancy will be in Australia data center only. For further exceptions, please refer to the Quoting Handbook.",,,,,
,Upgrade Subscription Offering - 2 Way,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Trellix Endpnt Sec Suite UPGD(AU) 1:1TE,TRXE1AUE-DA,326.7,TRXE1AUE-DA-AA,
B,251-1000,Trellix Endpnt Sec Suite UPGD(AU) 1:1TE,TRXE1AUE-DA,292.92,TRXE1AUE-DA-BA,
C,1001-2000,Trellix Endpnt Sec Suite UPGD(AU) 1:1TE,TRXE1AUE-DA,259.13,TRXE1AUE-DA-CA,
D,2001-5000,Trellix Endpnt Sec Suite UPGD(AU) 1:1TE,TRXE1AUE-DA,225.29,TRXE1AUE-DA-DA,
E,5001-10000,Trellix Endpnt Sec Suite UPGD(AU) 1:1TE,TRXE1AUE-DA,214,TRXE1AUE-DA-EA,
F,10001-+,Trellix Endpnt Sec Suite UPGD(AU) 1:1TE,TRXE1AUE-DA,202.78,TRXE1AUE-DA-FA,
,Upgrade Subscription Offering - 1 Way,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Tlx Endpnt Sec Suite 1W(AU) UPG 1:1 TE,TRXE11WAUE-DA,359.4,TRXE11WAUE-DA-AA,
B,251-1000,Tlx Endpnt Sec Suite 1W(AU) UPG 1:1 TE,TRXE11WAUE-DA,322.19,TRXE11WAUE-DA-BA,
C,1001-2000,Tlx Endpnt Sec Suite 1W(AU) UPG 1:1 TE,TRXE11WAUE-DA,285.04,TRXE11WAUE-DA-CA,
D,2001-5000,Tlx Endpnt Sec Suite 1W(AU) UPG 1:1 TE,TRXE11WAUE-DA,247.82,TRXE11WAUE-DA-DA,
E,5001-10000,Tlx Endpnt Sec Suite 1W(AU) UPG 1:1 TE,TRXE11WAUE-DA,235.41,TRXE11WAUE-DA-EA,
F,10001-+,Tlx Endpnt Sec Suite 1W(AU) UPG 1:1 TE,TRXE11WAUE-DA,223.05,TRXE11WAUE-DA-FA,
,Upgrade Subscription Offering - Offline,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Tlx Endpnt Sec Suite OF(AU) UPG 1:1 TE,TRXE1OFAUE-DA,375.73,TRXE1OFAUE-DA-AA,
B,251-1000,Tlx Endpnt Sec Suite OF(AU) UPG 1:1 TE,TRXE1OFAUE-DA,336.83,TRXE1OFAUE-DA-BA,
C,1001-2000,Tlx Endpnt Sec Suite OF(AU) UPG 1:1 TE,TRXE1OFAUE-DA,298,TRXE1OFAUE-DA-CA,
D,2001-5000,Tlx Endpnt Sec Suite OF(AU) UPG 1:1 TE,TRXE1OFAUE-DA,259.08,TRXE1OFAUE-DA-DA,
E,5001-10000,Tlx Endpnt Sec Suite OF(AU) UPG 1:1 TE,TRXE1OFAUE-DA,246.11,TRXE1OFAUE-DA-EA,
F,10001-+,Tlx Endpnt Sec Suite OF(AU) UPG 1:1 TE,TRXE1OFAUE-DA,233.2,TRXE1OFAUE-DA-FA,
MV6-AU,"Trellix Protect Plus EDR for Endpoint (Australia Data Center)
LICENSE: Per User
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment.
MANAGEMENT:  ePO - SaaS, ePO - On-prem, ePO - IaaS, Threat Intelligence Exchange (TIE), Threat Intelligence Exchange - SaaS and Data Exchange Layer (DXL).
FEATURES INCLUDED:  Trellix EDR with guided investigations utilizing 30-days of historical endpoint data, Protection for Native Security, Endpoint Security for Windows, Endpoint Security for macOS, Endpoint Security for Linux, Device Control is only currently supported in this region with ePO - On-prem, Command Line Scanner, Application Control for PCs, Trellix Insights for profiling ""Top Attacks"" with guidance to improve protection, and access to deploy Strategic Innovation Alliance (SIA) partner products.
RESTRICTIONS: Limited to maximum of 5 devices per User. Features included are not ideal for deployments in physical, virtual, and/or cloud server environments; separate Server Security SKUs should be purchased. Trellix Insights requires ENS 10.7, ePO 5.10 cu7 with MA5.6.x ePO - SaaS does not support all product features. Refer to specific product documentation for the latest compatibility with ePO - SaaS.  This entitlement includes ePO - SaaS and Trellix EDR tenancies located in Australia data center. For further exceptions, please refer to the Quoting Handbook.",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-250,Trellix EDR&EPP (AU) 1:1TE,MV6AUE-AA,243.88,MV6AUE-AA-AA,
B,251-1000,Trellix EDR&EPP (AU) 1:1TE,MV6AUE-AA,218.68,MV6AUE-AA-BA,
C,1001-2000,Trellix EDR&EPP (AU) 1:1TE,MV6AUE-AA,193.43,MV6AUE-AA-CA,
D,2001-5000,Trellix EDR&EPP (AU) 1:1TE,MV6AUE-AA,168.17,MV6AUE-AA-DA,
E,5001-10000,Trellix EDR&EPP (AU) 1:1TE,MV6AUE-AA,159.8,MV6AUE-AA-EA,
F,10001-+,Trellix EDR&EPP (AU) 1:1TE,MV6AUE-AA,151.38,MV6AUE-AA-FA,
MV6U-AU,"Trellix Protect Plus EDR for Endpoint - Upgrade (Australia Data Center)
LICENSE: Per User
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment.
MANAGEMENT:  ePO - SaaS, ePO - On-prem, ePO - IaaS, Threat Intelligence Exchange (TIE), Threat Intelligence Exchange - SaaS and Data Exchange Layer (DXL).
FEATURES INCLUDED:  Trellix EDR with guided investigations utilizing 30-days of historical endpoint data, Protection for Native Security, Endpoint Security for Windows, Endpoint Security for macOS, Endpoint Security for Linux, Device Control is only currently supported in this region with ePO - On-prem, Command Line Scanner, Application Control for PCs, Trellix Insights for profiling ""Top Attacks"" with guidance to improve protection, and access to deploy Strategic Innovation Alliance (SIA) partner products.
RESTRICTIONS: Limited to maximum of 5 devices per User. Features included are not ideal for deployments in physical, virtual, and/or cloud server environments; separate Server Security SKUs should be purchased. Trellix Insights requires ENS 10.7, ePO 5.10 cu7 with MA5.6.x ePO - SaaS does not support all product features. Refer to specific product documentation for the latest compatibility with ePO - SaaS.  This entitlement includes ePO - SaaS and Trellix EDR tenancies located in Australia data center. For further exceptions, please refer to the Quoting Handbook.",,,,,
,Upgrade Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-250,Trellix EDR&EPP UPGD (AU) 1:1TE,MV6AUE-DA,243.88,MV6AUE-DA-AA,
B,251-1000,Trellix EDR&EPP UPGD (AU) 1:1TE,MV6AUE-DA,218.68,MV6AUE-DA-BA,
C,1001-2000,Trellix EDR&EPP UPGD (AU) 1:1TE,MV6AUE-DA,193.43,MV6AUE-DA-CA,
D,2001-5000,Trellix EDR&EPP UPGD (AU) 1:1TE,MV6AUE-DA,168.17,MV6AUE-DA-DA,
E,5001-10000,Trellix EDR&EPP UPGD (AU) 1:1TE,MV6AUE-DA,159.8,MV6AUE-DA-EA,
F,10001-+,Trellix EDR&EPP UPGD (AU) 1:1TE,MV6AUE-DA,151.38,MV6AUE-DA-FA,
EDREX-AU,"Trellix EDR Data Extension Add-on (Australia Data Center)
LICENSE: Per User.
DELIVERABLE: Software as a Service (SaaS) with activation email.
FEATURES INCLUDED: Add-on feature to extend Trellix EDR Guided investigations from 30 to 90 days of historical endpoint data.
PRODUCT REQUIRES: Separate Trellix EDR subscription on endpoints.
RESTRICTIONS: Limited to maximum of 5 devices per User. To be sold to customers with base MV4-AU, MV6-AU, or TRXE1-AU subscriptions. The number of licenses of EDREX-AU must be equal to the number of licenses of MV4-AU, MV6-AU, or TRXE1-AU.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,EDR Data Extension Add-on (AU) 1:1 TE,EDREXAUE-AA,112.53,EDREXAUE-AA-AA,
EDREX180-AU,"Trellix EDR Data Extension Add-on 180 Days (Australia Data Center)
LICENSE: Per User.
DELIVERABLE: Software as a Service (SaaS) with activation email.
FEATURES INCLUDED: Add-on feature to extend Trellix EDR Guided investigations from 30 to 180 days of historical endpoint data.
PRODUCT REQUIRES: Separate Trellix EDR subscription on endpoints.
RESTRICTIONS: Limited to maximum of 5 devices per User. To be sold to customers with base MV4-AU, MV6-AU, or TRXE1-AU subscriptions. The number of licenses of EDREX180-AU must be equal to the number of licenses of MV4-AU, MV6-AU, or TRXE1-AU.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,EDR Data Ext Add-on (AU) 180 Day 1:1 TE,EDREX180AUE-AA,337.59,EDREX180AUE-AA-AA,FCS Date 05/31/2025
EDREX180-U-AU,"Trellix EDR Data Extension Add-on 180 Days - Upgarde (Australia Data Center)
LICENSE: Per User.
DELIVERABLE: Software as a Service (SaaS) with activation email.
FEATURES INCLUDED: Add-on feature to extend Trellix EDR Guided investigations from 30 to 180 days of historical endpoint data.
PRODUCT REQUIRES: Separate Trellix EDR subscription on endpoints.
RESTRICTIONS: Limited to maximum of 5 devices per User. To be sold to customers with base MV4-AU, MV6-AU, or TRXE1-AU subscriptions. The number of licenses of EDREX180-AU must be equal to the number of licenses of MV4-AU, MV6-AU, or TRXE1-AU.",,,,,
,Upgrade Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,EDR Data Ext Add-on (AU)180DayUPGD 1:1TE,EDREX180AUE-DA,344.15,EDREX180AUE-DA-AA,FCS Date 05/31/2025
EDR-WISE-AU,"Trellix Wise for EDR Add-on (Australia Data Center)
LICENSE: Per User.
MANAGEMENT:  Trellix EDR
DELIVERABLE: Software as a Service (SaaS) with activation email.
FEATURES INCLUDED: Trellix Wise for EDR uses generative AI capabilities to improve operational efficiency of SOC analyst for Endpoint Detections and Response product. It allows genAI powered capabilities like Multi-lingual threat hunting, Dossier and Interactive modes, as well as threat knowledge graph kind of capabilities.
PRODUCT REQUIRES: Separate Trellix EDR subscription on endpoints.
RESTRICTIONS: To be sold to customers with Trellix EDR subscriptions. The number of licenses of Trellix Wise for EDR must be equal to the number of licenses of base Trellix EDR SKU. The allotted usage of genAI powered capabilities is tied to the number of licenses in the Trellix EDR subscriptions.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-250,EDR Wise Add-on (AU) 1:1TE,EDRWAUE-AA,43.5,EDRWAUE-AAAA,
B,251-1000,EDR Wise Add-on (AU) 1:1TE,EDRWAUE-AA,38.93,EDRWAUE-AABA,
C,1001-2000,EDR Wise Add-on (AU) 1:1TE,EDRWAUE-AA,34.61,EDRWAUE-AACA,
D,2001-5000,EDR Wise Add-on (AU) 1:1TE,EDRWAUE-AA,30,EDRWAUE-AADA,
E,5001-10000,EDR Wise Add-on (AU) 1:1TE,EDRWAUE-AA,28.66,EDRWAUE-AAEA,
F,10001-+,EDR Wise Add-on (AU) 1:1TE,EDRWAUE-AA,27.02,EDRWAUE-AAFA,
,Protection and EDR (SaaS & On-Premise) - With MDR,,,,,
TRXE1M1-AU,"Trellix Endpoint Security Suite (Australia Data Center) + Managed Detection & Response
LICENSE: Per User
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment. IaaS in AWS for Trellix Endpoint Security (HX) with MDR.
MANAGEMENT: ePO - SaaS, ePO - On-prem, ePO - IaaS, Endpoint Security (HX)- Cloud HX, Endpoint Security (HX) – vHX, Threat Intelligence Exchange (TIE), Threat Intelligence Exchange - SaaS and Data Exchange Layer (DXL).
FEATURES INCLUDED: Unified Trellix EDR with Forensics (EDRF) platform combines Trellix Endpoint Security HX and Trellix EDR, offering advanced detection, investigation, forensics, and response for Windows, macOS, and Linux platforms in both On-Prem and SaaS environments, Protection for Native Security, Endpoint Security for Windows, macOS, and Linux Platforms, Device Control, Command Line Scanner, Application Control for PCs, Trellix Insights for profiling ""Top Attacks"" with guidance to improve protection, and access to deploy Strategic Innovation Alliance (SIA) partner products. HX Controller deployment options include HW, HW DMZ, Virtual Appliance (VA), VA DMZ and Cloud. Upto 10 VA for HX included in the subscription but must be quoted separately. HW appliance and Cloud HX deployment SKUs need to be purchased separately. Quotes and Orders must additionally include the required number of deployment option physical/virtual appliances if required by customer - for corresponding appliance activation keys.
Trellix MDR offers continuous 24/7/365 monitoring and rapid threat response, ensuring that organizations stay protected around the clock. With expert-led security operations, Trellix MDR identifies and responds to threats before they can cause significant harm. This service also includes tailored security recommendations and remediation guidance, providing organizations with peace of mind and a worry-free approach to managing endpoint Security. The MDR service primarily relies on North America-based personnel and tools.
LIMITATIONS and REQUIREMENTS: Customers must initially purchase a minimum of 500 licenses.
RESTRICTIONS: Limited to maximum of 5 devices per User. ePO - SaaS does not support all product features. Refer to specific product documentation for the latest compatibility with ePO - SaaS. This entitlement includes ePO - SaaS and Trellix EDR Cloud tenancies located in Australia data center only. Cloud HX (if purchased separately) tenancy will be in Australia data center only. For further exceptions, please refer to the Quoting Handbook.",,,,,
,Subscription Offering - 2 Way,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Trellix Endpnt Sec Ste 2W(AU) MDR1 1:1TE,TRXE1M12WAUE-AA,437.37,TRXE1M12WAUE-AA-AA,FCS Date 04/30/2025
B,251-1000,Trellix Endpnt Sec Ste 2W(AU) MDR1 1:1TE,TRXE1M12WAUE-AA,336.7,TRXE1M12WAUE-AA-BA,FCS Date 04/30/2025
C,1001-2000,Trellix Endpnt Sec Ste 2W(AU) MDR1 1:1TE,TRXE1M12WAUE-AA,260.38,TRXE1M12WAUE-AA-CA,FCS Date 04/30/2025
D,2001-5000,Trellix Endpnt Sec Ste 2W(AU) MDR1 1:1TE,TRXE1M12WAUE-AA,191.74,TRXE1M12WAUE-AA-DA,FCS Date 04/30/2025
E,5001-10000,Trellix Endpnt Sec Ste 2W(AU) MDR1 1:1TE,TRXE1M12WAUE-AA,164.11,TRXE1M12WAUE-AA-EA,FCS Date 04/30/2025
F,10001-+,Trellix Endpnt Sec Ste 2W(AU) MDR1 1:1TE,TRXE1M12WAUE-AA,147.42,TRXE1M12WAUE-AA-FA,FCS Date 04/30/2025
,Subscription Offering - 1 Way,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Trellix Endpnt Sec Ste 1W(AU) MDR1 1:1TE,TRXE1M11WAUE-AA,481.1,TRXE1M11WAUE-AA-AA,FCS Date 04/30/2025
B,251-1000,Trellix Endpnt Sec Ste 1W(AU) MDR1 1:1TE,TRXE1M11WAUE-AA,370.38,TRXE1M11WAUE-AA-BA,FCS Date 04/30/2025
C,1001-2000,Trellix Endpnt Sec Ste 1W(AU) MDR1 1:1TE,TRXE1M11WAUE-AA,286.4,TRXE1M11WAUE-AA-CA,FCS Date 04/30/2025
D,2001-5000,Trellix Endpnt Sec Ste 1W(AU) MDR1 1:1TE,TRXE1M11WAUE-AA,210.92,TRXE1M11WAUE-AA-DA,FCS Date 04/30/2025
E,5001-10000,Trellix Endpnt Sec Ste 1W(AU) MDR1 1:1TE,TRXE1M11WAUE-AA,180.54,TRXE1M11WAUE-AA-EA,FCS Date 04/30/2025
F,10001-+,Trellix Endpnt Sec Ste 1W(AU) MDR1 1:1TE,TRXE1M11WAUE-AA,162.16,TRXE1M11WAUE-AA-FA,FCS Date 04/30/2025
,Subscription Offering - Offline,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Trellix Endpnt Sec Ste OF(AU) MDR1 1:1TE,TRXE1M1OFAUE-AA,502.97,TRXE1M1OFAUE-AA-AA,FCS Date 04/30/2025
B,251-1000,Trellix Endpnt Sec Ste OF(AU) MDR1 1:1TE,TRXE1M1OFAUE-AA,387.22,TRXE1M1OFAUE-AA-BA,FCS Date 04/30/2025
C,1001-2000,Trellix Endpnt Sec Ste OF(AU) MDR1 1:1TE,TRXE1M1OFAUE-AA,299.42,TRXE1M1OFAUE-AA-CA,FCS Date 04/30/2025
D,2001-5000,Trellix Endpnt Sec Ste OF(AU) MDR1 1:1TE,TRXE1M1OFAUE-AA,220.5,TRXE1M1OFAUE-AA-DA,FCS Date 04/30/2025
E,5001-10000,Trellix Endpnt Sec Ste OF(AU) MDR1 1:1TE,TRXE1M1OFAUE-AA,188.75,TRXE1M1OFAUE-AA-EA,FCS Date 04/30/2025
F,10001-+,Trellix Endpnt Sec Ste OF(AU) MDR1 1:1TE,TRXE1M1OFAUE-AA,169.53,TRXE1M1OFAUE-AA-FA,FCS Date 04/30/2025
TRXE1M1U-AU,"Trellix Endpoint Security Suite - Upgrade (Australia Data Center) + Managed Detection & Response
LICENSE: Per User
DELIVERABLE: Software as a Service (SaaS) with activation email and/or software download for on-premises deployment. IaaS in AWS for Trellix Endpoint Security (HX) with MDR.
MANAGEMENT: ePO - SaaS, ePO - On-prem, ePO - IaaS, Endpoint Security (HX)- Cloud HX, Endpoint Security (HX) – vHX, Threat Intelligence Exchange (TIE), Threat Intelligence Exchange - SaaS and Data Exchange Layer (DXL).
FEATURES INCLUDED: Unified Trellix EDR with Forensics (EDRF) platform combines Trellix Endpoint Security HX and Trellix EDR, offering advanced detection, investigation, forensics, and response for Windows, macOS, and Linux platforms in both On-Prem and SaaS environments, Protection for Native Security, Endpoint Security for Windows, macOS, and Linux Platforms, Device Control, Command Line Scanner, Application Control for PCs, Trellix Insights for profiling ""Top Attacks"" with guidance to improve protection, and access to deploy Strategic Innovation Alliance (SIA) partner products. HX Controller deployment options include HW, HW DMZ, Virtual Appliance (VA), VA DMZ and Cloud. Upto 10 VA for HX included in the subscription but must be quoted separately. HW appliance and Cloud HX deployment SKUs need to be purchased separately. Quotes and Orders must additionally include the required number of deployment option physical/virtual appliances if required by customer - for corresponding appliance activation keys.
Trellix MDR offers continuous 24/7/365 monitoring and rapid threat response, ensuring that organizations stay protected around the clock. With expert-led security operations, Trellix MDR identifies and responds to threats before they can cause significant harm. This service also includes tailored security recommendations and remediation guidance, providing organizations with peace of mind and a worry-free approach to managing endpoint Security. The MDR service primarily relies on North America-based personnel and tools.
LIMITATIONS and REQUIREMENTS: Customers must initially purchase a minimum of 500 licenses.
RESTRICTIONS: Limited to maximum of 5 devices per User. ePO - SaaS does not support all product features. Refer to specific product documentation for the latest compatibility with ePO - SaaS. This entitlement includes ePO - SaaS and Trellix EDR Cloud tenancies located in Australia data center only. Cloud HX (if purchased separately) tenancy will be in Australia data center only. For further exceptions, please refer to the Quoting Handbook.",,,,,
,Upgrade Subscription Offering - 2 Way,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Tlx Endpnt Sec Ste UPG 2W(AU) MDR1 1:1TE,TRXE1M12WAUE-DA,437.37,TRXE1M12WAUE-DA-AA,FCS Date 04/30/2025
B,251-1000,Tlx Endpnt Sec Ste UPG 2W(AU) MDR1 1:1TE,TRXE1M12WAUE-DA,336.7,TRXE1M12WAUE-DA-BA,FCS Date 04/30/2025
C,1001-2000,Tlx Endpnt Sec Ste UPG 2W(AU) MDR1 1:1TE,TRXE1M12WAUE-DA,260.38,TRXE1M12WAUE-DA-CA,FCS Date 04/30/2025
D,2001-5000,Tlx Endpnt Sec Ste UPG 2W(AU) MDR1 1:1TE,TRXE1M12WAUE-DA,191.74,TRXE1M12WAUE-DA-DA,FCS Date 04/30/2025
E,5001-10000,Tlx Endpnt Sec Ste UPG 2W(AU) MDR1 1:1TE,TRXE1M12WAUE-DA,164.11,TRXE1M12WAUE-DA-EA,FCS Date 04/30/2025
F,10001-+,Tlx Endpnt Sec Ste UPG 2W(AU) MDR1 1:1TE,TRXE1M12WAUE-DA,147.42,TRXE1M12WAUE-DA-FA,FCS Date 04/30/2025
,Upgrade Subscription Offering - 1 Way,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Tlx Endpnt Sec Ste UPG 1W(AU) MDR1 1:1TE,TRXE1M11WAUE-DA,481.1,TRXE1M11WAUE-DA-AA,FCS Date 04/30/2025
B,251-1000,Tlx Endpnt Sec Ste UPG 1W(AU) MDR1 1:1TE,TRXE1M11WAUE-DA,370.38,TRXE1M11WAUE-DA-BA,FCS Date 04/30/2025
C,1001-2000,Tlx Endpnt Sec Ste UPG 1W(AU) MDR1 1:1TE,TRXE1M11WAUE-DA,286.4,TRXE1M11WAUE-DA-CA,FCS Date 04/30/2025
D,2001-5000,Tlx Endpnt Sec Ste UPG 1W(AU) MDR1 1:1TE,TRXE1M11WAUE-DA,210.92,TRXE1M11WAUE-DA-DA,FCS Date 04/30/2025
E,5001-10000,Tlx Endpnt Sec Ste UPG 1W(AU) MDR1 1:1TE,TRXE1M11WAUE-DA,180.54,TRXE1M11WAUE-DA-EA,FCS Date 04/30/2025
F,10001-+,Tlx Endpnt Sec Ste UPG 1W(AU) MDR1 1:1TE,TRXE1M11WAUE-DA,162.16,TRXE1M11WAUE-DA-FA,FCS Date 04/30/2025
,Upgrade Subscription Offering - Offline,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Tlx Endpnt Sec Ste UPG OF(AU) MDR1 1:1TE,TRXE1M1OFAUE-DA,502.97,TRXE1M1OFAUE-DA-AA,FCS Date 04/30/2025
B,251-1000,Tlx Endpnt Sec Ste UPG OF(AU) MDR1 1:1TE,TRXE1M1OFAUE-DA,387.22,TRXE1M1OFAUE-DA-BA,FCS Date 04/30/2025
C,1001-2000,Tlx Endpnt Sec Ste UPG OF(AU) MDR1 1:1TE,TRXE1M1OFAUE-DA,299.42,TRXE1M1OFAUE-DA-CA,FCS Date 04/30/2025
D,2001-5000,Tlx Endpnt Sec Ste UPG OF(AU) MDR1 1:1TE,TRXE1M1OFAUE-DA,220.5,TRXE1M1OFAUE-DA-DA,FCS Date 04/30/2025
E,5001-10000,Tlx Endpnt Sec Ste UPG OF(AU) MDR1 1:1TE,TRXE1M1OFAUE-DA,188.75,TRXE1M1OFAUE-DA-EA,FCS Date 04/30/2025
F,10001-+,Tlx Endpnt Sec Ste UPG OF(AU) MDR1 1:1TE,TRXE1M1OFAUE-DA,169.53,TRXE1M1OFAUE-DA-FA,FCS Date 04/30/2025
,EDR (SaaS & On-Premise),,,,,
