Band,Range,Description,PartNo,MSRP List Price,Standard Channel SKU,Unnamed: 6
MV4-AU,"Trellix EDR (Australia Data Center)
LICENSE: 12 month Subscription, License is Per User. Each Virtual Instance or Server is equivalent to 1 User.
MANAGEMENT: ePO - SaaS included to manage Trellix EDR subscriptions.
DELIVERABLE: Trellix EDR automatically detects advanced threats from the endpoint or a supported SIEM (optional), maps them to the MITRE ATT&CK® framework and guides you through the investigation to reduce response time. Trellix EDR also gives you the ability to search and hunt for threats via ad-hoc queries on endpoints. Guided investigations utilizing 30-days of historical endpoint data. This is a SaaS service with an activation email and agent download. Please confirm regional data centers are in place for customers that have data residency restrictions.
PRODUCT REQUIRES: ePO - On-prem for deployment on-premises. Refer to the FAQ’s for latest product compatibility matrix  for the latest version requirements. Does not require Endpoint protection, but will require the Trellix Agent.
RESTRICTIONS: Limited to maximum of 5 devices per User.",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-250,Trellix EDR (AU) 1:1 TE 30 Day Storage,MV4AUE-AA,137.7,MV4AUE-AA-AA,
B,251-1000,Trellix EDR (AU) 1:1 TE 30 Day Storage,MV4AUE-AA,129.01,MV4AUE-AA-BA,
C,1001-2000,Trellix EDR (AU) 1:1 TE 30 Day Storage,MV4AUE-AA,118.66,MV4AUE-AA-CA,
D,2001-5000,Trellix EDR (AU) 1:1 TE 30 Day Storage,MV4AUE-AA,111.03,MV4AUE-AA-DA,
E,5001-10000,Trellix EDR (AU) 1:1 TE 30 Day Storage,MV4AUE-AA,105.26,MV4AUE-AA-EA,
F,10001-+,Trellix EDR (AU) 1:1 TE 30 Day Storage,MV4AUE-AA,97.4,MV4AUE-AA-FA,
MV4U-AU,"Trellix EDR - Upgrade (Australia Data Center)
LICENSE: 12 month Subscription, License is Per User. Each Virtual Instance or Server is equivalent to 1 User.
MANAGEMENT: ePO - SaaS included to manage Trellix EDR subscriptions.
DELIVERABLE: For current MAR customers it is an upgrade to Trellix EDR which automatically detects advanced threats from the endpoint or a supported SIEM (optional), maps them to the MITRE ATT&CK® framework and guides you through the investigation to reduce response time. Trellix EDR also gives you the ability to search and hunt for threats via ad-hoc queries on endpoints. Guided investigations utilizing 30-days of historical endpoint data. This is a SaaS service with an activation email and agent download. Please confirm regional data centers are in place for customers that have data residency restrictions.
PRODUCT REQUIRES: ePO - On-prem for deployment on-premises. Refer to the FAQ’s for latest product compatibility matrix  for the latest version requirements. Does not require Endpoint protection, but will require the Trellix Agent.
RESTRICTIONS: Limited to maximum of 5 devices per User.",,,,,
,Upgrade Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,5-250,Trellix EDR UPGD(AU) 1:1TE 30Day Storage,MV4AUE-DA,137.7,MV4AUE-DA-AA,
B,251-1000,Trellix EDR UPGD(AU) 1:1TE 30Day Storage,MV4AUE-DA,129.01,MV4AUE-DA-BA,
C,1001-2000,Trellix EDR UPGD(AU) 1:1TE 30Day Storage,MV4AUE-DA,118.66,MV4AUE-DA-CA,
D,2001-5000,Trellix EDR UPGD(AU) 1:1TE 30Day Storage,MV4AUE-DA,111.03,MV4AUE-DA-DA,
E,5001-10000,Trellix EDR UPGD(AU) 1:1TE 30Day Storage,MV4AUE-DA,105.26,MV4AUE-DA-EA,
F,10001-+,Trellix EDR UPGD(AU) 1:1TE 30Day Storage,MV4AUE-DA,97.4,MV4AUE-DA-FA,
,Helix (SaaS),,,,,
XDR-AU,"Helix Connect (Australia Data Center)
LICENSE: License per User.
DELIVERABLE: Software as a Service (SaaS) with activation email.
MANAGEMENT: Helix Connect
CONTENT: Helix Connect, a cloud-hosted security operations and XDR platform with alert correlation, threat hunting (search), and SOAR capabilities. Data (event) ingestion of up to 100MB per user per month. Purchase of the Open XDR add-on is required for data ingestion exceeding the per user entitlement. Data is stored and searchable for 90 days. Purchase of XDR Retention add-on required to extend retention beyond 90 days.
RESTRICTIONS: Minimum 100 users.  For further exceptions, please refer to the Quoting Handbook.",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,100-250,Helix Connect (AU) 1:1TE,XDRAUE-AA,141.9,XDRAUE-AA-AA,
B,251-1000,Helix Connect (AU) 1:1TE,XDRAUE-AA,127.73,XDRAUE-AA-BA,
C,1001-2000,Helix Connect (AU) 1:1TE,XDRAUE-AA,114.95,XDRAUE-AA-CA,
D,2001-5000,Helix Connect (AU) 1:1TE,XDRAUE-AA,103.43,XDRAUE-AA-DA,
E,5001-10000,Helix Connect (AU) 1:1TE,XDRAUE-AA,93.1,XDRAUE-AA-EA,
F,10001-+,Helix Connect (AU) 1:1TE,XDRAUE-AA,83.76,XDRAUE-AA-FA,
OXDR-50GB-AU-ADDON,"Helix Connect Open XDR for External Data Add-on - 50 GB (Australia Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email.
CONTENT: Extends Helix Connect's capabilities to allow ingestion of events beyond the per user entitlement. Units of storage calculation determines amount of event ingestion allowed per day. Incidents created from events, such as alerts and their corresponding events to the incidents, are kept for 13 months.​
RESTRICTIONS: Must already own the Helix Connect offering. For further exceptions, please refer to the quoting handbook.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Con OpenXDR ExtDta50GB AO(AU)1:1TE,OX1AUE-AA,49488.28,OX1AUE-AA-AA,
OXDR-100GB-AU-ADDON,"Helix Connect Open XDR for External Data Add-on - 100 GB (Australia Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email.
CONTENT: Extends Helix Connect's capabilities to allow ingestion of events beyond the per user entitlement. Units of storage calculation determines amount of event ingestion allowed per day. Incidents created from events, such as alerts and their corresponding events to the incidents, are kept for 13 months.​
RESTRICTIONS: Must already own the Helix Connect offering. For further exceptions, please refer to the quoting handbook.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix ConOpenXDR ExtDta100GB AO(AU)1:1TE,OX2AUE-AA,98976.6,OX2AUE-AA-AA,
OXDR-250GB-AU-ADDON,"Helix Connect Open XDR for External Data Add-on - 250 GB (Australia Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email.
CONTENT: Extends Helix Connect's capabilities to allow ingestion of events beyond the per user entitlement. Units of storage calculation determines amount of event ingestion allowed per day. Incidents created from events, such as alerts and their corresponding events to the incidents, are kept for 13 months.​
RESTRICTIONS: Must already own the Helix Connect offering. For further exceptions, please refer to the quoting handbook.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix ConOp XDR ExtDta250GB AO(AU)1:1TE,OX3AUE-AA,247441.47,OX3AUE-AA-AA,
OXDR-1TB-AU-ADDON,"Helix Connect Open XDR for External Data Add-on - 1 TB (Australia Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email.
CONTENT: Extends Helix Connect's capabilities to allow ingestion of events beyond the per user entitlement. Units of storage calculation determines amount of event ingestion allowed per day. Incidents created from events, such as alerts and their corresponding events to the incidents, are kept for 13 months.​
RESTRICTIONS: Must already own the Helix Connect offering. For further exceptions, please refer to the quoting handbook.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix ConOpn XDR ExtData 1TB AO(AU)1:1TE,OX4AUE-AA,989765.93,OX4AUE-AA-AA,
OXDR-50GB-10M-AU-ADDON,"Helix Connect XDR Retention 10 Months Add-On - 50 GB (Australia Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Extends Helix Connect's data retention from 3 months to 13 months.You must have the corresponding OXDR-50GB-AU-ADDON subscription (that includes 90 days) for this 10 month add-on, which provides a full 13 months in total.
FEATURES INCLUDED: 13 month retention of customer logs.
RESTRICTIONS: Must already own the Trellix OXDR-50GB-AU-ADDON offering. For further exceptions, please refer to the quoting handbook.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Connect  XDR Ret 50GB AO (AU)1:1TE,XM1AUE-AA,167680.79,XM1AUE-AA-AA,
OXDR-100GB-10M-AU-ADDON,"Helix Connect XDR Retention 10 Months Add-On - 100 GB (Australia Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Extends Helix Connect's data retention from 3 months to 13 months.You must have the corresponding OXDR-100GB-AU-ADDON subscription (that includes 90 days) for this 10 month add-on, which provides a full 13 months in total.
FEATURES INCLUDED: 13 month retention of customer logs.
RESTRICTIONS: Must already own the Trellix OXDR-100GB-AU-ADDON offering. For further exceptions, please refer to the quoting handbook.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Connect XDR Ret 100GB AO (AU)1:1TE,XM2AUE-AA,335361.55,XM2AUE-AA-AA,
OXDR-250GB-10M-AU-ADDON,"Helix Connect XDR Retention 10 Months Add-On - 250 GB (Australia Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Extends Helix Connect's data retention from 3 months to 13 months.You must have the corresponding OXDR-250GB-AU-ADDON subscription (that includes 90 days) for this 10 month add-on, which provides a full 13 months in total.
FEATURES INCLUDED: 13 month retention of customer logs.
RESTRICTIONS: Must already own the Trellix OXDR-250GB-AU-ADDON offering. For further exceptions, please refer to the quoting handbook.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Connect XDR Ret 250GB AO(AU) 1:1TE,XM3AUE-AA,838403.88,XM3AUE-AA-AA,
OXDR-1TB-10M-AU-ADDON,"Helix Connect XDR Retention 10 Months Add-On - 1 TB (Australia Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Extends Helix Connect's data retention from 3 months to 13 months.You must have the corresponding OXDR-1TB-AU-ADDON subscription (that includes 90 days) for this 10 month add-on, which provides a full 13 months in total.
FEATURES INCLUDED: 13 month retention of customer logs.
RESTRICTIONS: Must already own the Trellix OXDR-1TB-AU-ADDON offering. For further exceptions, please refer to the quoting handbook.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Connect XDR Ret 1TB AddOn(AU)1:1TE,XM4AUE-AA,3354206.75,XM4AUE-AA-AA,
OXDRCS-2YR-50GB-ADDON-AU,"Helix Connect 2 Year Cold Storage - 50 GB (Australia Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Extends Helix Connect's cold storage data archiving from 1 year to 2 years.
RESTRICTIONS: Must already own the OXDR-50GB-ADDON offering. Cannot be stacked. Cannot purchase multiples and/or mixes of 2 and 3 yr options.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Con Cold Stg 2Yr 50GB (AU)1:1TE,XCS21AUE-AA,18019.29,XCS21AUE-AA-AA,FCS Date 03/31/2025
OXDRCS-2YR-100GB-ADDON-AU,"Helix Connect 2 Year Cold Storage - 100 GB (Australia Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Extends Helix Connect's cold storage data archiving from 1 year to 2 years.
RESTRICTIONS: Must already own the OXDR-100GB-ADDON offering. Cannot be stacked. Cannot purchase multiples and/or mixes of 2 and 3 yr options.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Con Cold Stg 2Yr 100GB (AU)1:1TE,XCS22AUE-AA,36038.58,XCS22AUE-AA-AA,FCS Date 03/31/2025
OXDRCS-2YR-250GB-ADDON-AU,"Helix Connect 2 Year Cold Storage - 250 GB (Australia Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Extends Helix Connect's cold storage data archiving from 1 year to 2 years.
RESTRICTIONS: Must already own the OXDR-250GB-ADDON offering. Cannot be stacked. Cannot purchase multiples and/or mixes of 2 and 3 yr options.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Con Cold Stg 2Yr 250GB (AU)1:1TE,XCS23AUE-AA,90096.47,XCS23AUE-AA-AA,FCS Date 03/31/2025
OXDRCS-2YR-1TB-ADDON-AU,"Helix Connect 2 Year Cold Storage - 1 TB (Australia Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Extends Helix Connect's cold storage data archiving from 1 year to 2 years.
RESTRICTIONS: Must already own the OXDR-1TB-ADDON offering. Cannot be stacked. Cannot purchase multiples and/or mixes of 2 and 3 yr options.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Con Cold Stg 2Yr 1TB (AU)1:1TE,XCS24AUE-AA,360385.84,XCS24AUE-AA-AA,FCS Date 03/31/2025
OXDRCS-3YR-50GB-ADDON-AU,"Helix Connect 3 Year Cold Storage - 50 GB (Australia Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Extends Helix Connect's cold storage data archiving from 1 year to 3 years.
RESTRICTIONS: Must already own the OXDR-50GB-ADDON offering. Cannot be stacked. Cannot purchase multiples and/or mixes of 2 and 3 yr options.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Con Cold Stg 3Yr 50GB (AU)1:1TE,XCS31AUE-AA,36038.58,XCS31AUE-AA-AA,FCS Date 03/31/2025
OXDRCS-3YR-100GB-ADDON-AU,"Helix Connect 3 Year Cold Storage - 100 GB (Australia Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Extends Helix Connect's cold storage data archiving from 1 year to 3 years.
RESTRICTIONS: Must already own the OXDR-100GB-ADDON offering. Cannot be stacked. Cannot purchase multiples and/or mixes of 2 and 3 yr options.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Con Cold Stg 3Yr 100GB (AU)1:1TE,XCS32AUE-AA,72077.16,XCS32AUE-AA-AA,FCS Date 03/31/2025
OXDRCS-3YR-250GB-ADDON-AU,"Helix Connect 3 Year Cold Storage - 250 GB (Australia Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Extends Helix Connect's cold storage data archiving from 1 year to 3 years.
RESTRICTIONS: Must already own the OXDR-250GB-ADDON offering. Cannot be stacked. Cannot purchase multiples and/or mixes of 2 and 3 yr options.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Con Cold Stg 3Yr 250GB (AU)1:1TE,XCS33AUE-AA,180192.92,XCS33AUE-AA-AA,FCS Date 03/31/2025
OXDRCS-3YR-1TB-ADDON-AU,"Helix Connect 3 Year Cold Storage - 1 TB (Australia Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Extends Helix Connect's cold storage data archiving from 1 year to 3 years.
RESTRICTIONS: Must already own the OXDR-1TB-ADDON offering. Cannot be stacked. Cannot purchase multiples and/or mixes of 2 and 3 yr options.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Con Cold Stg 3Yr 1TB (AU)1:1TE,XCS34AUE-AA,720771.68,XCS34AUE-AA-AA,FCS Date 03/31/2025
XDRQS8-50GB-ADDON-AU,"Helix Connect 8 Day Index Search Retention - 50 GB (Australia Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Extends Helix Connect's Index Search feature from 3 days to 8 days of event data.
RESTRICTIONS: Must already own the OXDR-50GB-ADDON offering. Cannot be stacked. Cannot purchase multiples and/or mixes of 8 and 16 Day options.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Con Idx Search 8d 50GB (AU)1:1TE,XQS81AUE-AA,22524.11,XQS81AUE-AA-AA,FCS Date 03/31/2025
XDRQS8-100GB-ADDON-AU,"Helix Connect 8 Day Index Search Retention - 100 GB (Australia Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Extends Helix Connect's Index Search feature from 3 days to 8 days of event data.
RESTRICTIONS: Must already own the OXDR-100GB-ADDON offering. Cannot be stacked. Cannot purchase multiples and/or mixes of 8 and 16 Day options.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Con Idx Search 8d 100GB (AU)1:1TE,XQS82AUE-AA,45048.23,XQS82AUE-AA-AA,FCS Date 03/31/2025
XDRQS8-250GB-ADDON-AU,"Helix Connect 8 Day Index Search Retention - 250 GB (Australia Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Extends Helix Connect's Index Search feature from 3 days to 8 days of event data.
RESTRICTIONS: Must already own the OXDR-250GB-ADDON offering. Cannot be stacked. Cannot purchase multiples and/or mixes of 8 and 16 Day options.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Con Idx Search 8d 250GB (AU)1:1TE,XQS83AUE-AA,112620.58,XQS83AUE-AA-AA,FCS Date 03/31/2025
XDRQS8-1TB-ADDON-AU,"Helix Connect 8 Day Index Search Retention - 1 TB (Australia Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Extends Helix Connect's Index Search feature from 3 days to 8 days of event data.
RESTRICTIONS: Must already own the OXDR-1TB-ADDON offering. Cannot be stacked. Cannot purchase multiples and/or mixes of 8 and 16 Day options.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Con Idx Search 8d 1TB (AU)1:1TE,XQS84AUE-AA,450482.31,XQS84AUE-AA-AA,FCS Date 03/31/2025
XDRQS16-50GB-ADDON-AU,"Helix Connect 16 Day Index Search Retention - 50 GB (Australia Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Extends Helix Connect's Index Search feature from 3 days to 16 days of event data.
RESTRICTIONS: Must already own the OXDR-50GB-ADDON offering. Cannot be stacked. Cannot purchase multiples and/or mixes of 8 and 16 Day options.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Con Idx Search 16d 50GB (AU)1:1TE,XQS161AUE-AA,45048.23,XQS161AUE-AA-AA,FCS Date 03/31/2025
XDRQS16-100GB-ADDON-AU,"Helix Connect 16 Day Index Search Retention - 100 GB (Australia Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Extends Helix Connect's Index Search feature from 3 days to 16 days of event data.
RESTRICTIONS: Must already own the OXDR-100GB-ADDON offering. Cannot be stacked. Cannot purchase multiples and/or mixes of 8 and 16 Day options.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Con Idx Search 16d 100GB (AU)1:1TE,XQS162AUE-AA,90096.47,XQS162AUE-AA-AA,FCS Date 03/31/2025
XDRQS16-250GB-ADDON-AU,"Helix Connect 16 Day Index Search Retention - 250 GB (Australia Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Extends Helix Connect's Index Search feature from 3 days to 16 days of event data.
RESTRICTIONS: Must already own the OXDR-250GB-ADDON offering. Cannot be stacked. Cannot purchase multiples and/or mixes of 8 and 16 Day options.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Con Idx Search 16d 250GB (AU)1:1TE,XQS163AUE-AA,225241.15,XQS163AUE-AA-AA,FCS Date 03/31/2025
XDRQS16-1TB-ADDON-AU,"Helix Connect 16 Day Index Search Retention - 1 TB (Australia Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Extends Helix Connect's Index Search feature from 3 days to 16 days of event data.
RESTRICTIONS: Must already own the OXDR-1TB-ADDON offering. Cannot be stacked. Cannot purchase multiples and/or mixes of 8 and 16 Day options.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Con Idx Search 16d 1TB (AU)1:1TE,XQS164AUE-AA,900964.6,XQS164AUE-AA-AA,FCS Date 03/31/2025
XDR-JP,"Helix Connect (Tokyo Data Center)
LICENSE: License per User.
DELIVERABLE: Software as a Service (SaaS) with activation email.
MANAGEMENT: Helix Connect
CONTENT: Helix Connect, a cloud-hosted security operations and XDR platform with alert correlation, threat hunting (search), and SOAR capabilities. Data (event) ingestion of up to 100MB per user per month. Purchase of the Open XDR add-on is required for data ingestion exceeding the per user entitlement. Data is stored and searchable for 90 days. Purchase of XDR Retention add-on required to extend retention beyond 90 days.
RESTRICTIONS: Minimum 100 users.  For further exceptions, please refer to the Quoting Handbook.",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-250,Helix Connect (JP) 1:1TE,XDRJPE-AA,141.9,XDRJPE-AA-AA,
B,251-1000,Helix Connect (JP) 1:1TE,XDRJPE-AA,127.73,XDRJPE-AA-BA,
C,1001-2000,Helix Connect (JP) 1:1TE,XDRJPE-AA,114.94,XDRJPE-AA-CA,
D,2001-5000,Helix Connect (JP) 1:1TE,XDRJPE-AA,103.45,XDRJPE-AA-DA,
E,5001-10000,Helix Connect (JP) 1:1TE,XDRJPE-AA,93.1,XDRJPE-AA-EA,
F,10001-+,Helix Connect (JP) 1:1TE,XDRJPE-AA,83.76,XDRJPE-AA-FA,
OXDR-50GB-ADDON-JP,"Helix Connect Open XDR for External Data Add-on - 50 GB (Tokyo Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email.
CONTENT: Extends Helix Connect's capabilities to allow ingestion of events beyond the per user entitlement. Units of storage calculation determines amount of event ingestion allowed per day. Incidents created from events, such as alerts and their corresponding events to the incidents, are kept for 13 months.​
RESTRICTIONS: Must already own the Helix Connect offering. For further exceptions, please refer to the quoting handbook.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Con OpenXDR ExtDta50GB AO(JP)1:1JP,OX1JPE-AA,49488.28,OX1JPE-AA-AA,
OXDR-100GB-ADDON-JP,"Helix Connect Open XDR for External Data Add-on - 100 GB (Tokyo Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email.
CONTENT: Extends Helix Connect's capabilities to allow ingestion of events beyond the per user entitlement. Units of storage calculation determines amount of event ingestion allowed per day. Incidents created from events, such as alerts and their corresponding events to the incidents, are kept for 13 months.​
RESTRICTIONS: Must already own the Helix Connect offering. For further exceptions, please refer to the quoting handbook.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix ConOpenXDR ExtDta100GB AO(JP)1:1TE,OX2JPE-AA,98976.6,OX2JPE-AA-AA,
OXDR-250GB-ADDON-JP,"Helix Connect Open XDR for External Data Add-on - 250 GB (Tokyo Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email.
CONTENT: Extends Helix Connect's capabilities to allow ingestion of events beyond the per user entitlement. Units of storage calculation determines amount of event ingestion allowed per day. Incidents created from events, such as alerts and their corresponding events to the incidents, are kept for 13 months.​
RESTRICTIONS: Must already own the Helix Connect offering. For further exceptions, please refer to the quoting handbook.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix ConOp XDR ExtDta250GB AO(JP)1:1TE,OX3JPE-AA,247441.47,OX3JPE-AA-AA,
OXDR-1TB-ADDON-JP,"Helix Connect Open XDR for External Data Add-on - 1 TB (Tokyo Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email.
CONTENT: Extends Helix Connect's capabilities to allow ingestion of events beyond the per user entitlement. Units of storage calculation determines amount of event ingestion allowed per day. Incidents created from events, such as alerts and their corresponding events to the incidents, are kept for 13 months.​
RESTRICTIONS: Must already own the Helix Connect offering. For further exceptions, please refer to the quoting handbook.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix ConOpn XDR ExtData 1TB AO(JP)1:1TE,OX4JPE-AA,989765.93,OX4JPE-AA-AA,
OXDR-50GB-10M-ADDON-JP,"Helix Connect XDR Retention 10 Months Add-On - 50 GB (Tokyo Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Extends Helix Connect's data retention from 3 months to 13 months.You must have the corresponding OXDR-50GB-ADDON-JP subscription (that includes 90 days) for this 10 month add-on, which provides a full 13 months in total.
FEATURES INCLUDED: 13 month retention of customer logs.
RESTRICTIONS: Must already own the Trellix OXDR-50GB-ADDON-JP offering. For further exceptions, please refer to the quoting handbook.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Connect  XDR Ret 50GB AO (JP)1:1TE,XM1JPE-AA,167680.79,XM1JPE-AA-AA,
OXDR-100GB-10M-ADDON-JP,"Helix Connect XDR Retention 10 Months Add-On - 100 GB (Tokyo Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Extends Helix Connect's data retention from 3 months to 13 months.You must have the corresponding OXDR-100GB-ADDON-JP subscription (that includes 90 days) for this 10 month add-on, which provides a full 13 months in total.
FEATURES INCLUDED: 13 month retention of customer logs.
RESTRICTIONS: Must already own the Trellix OXDR-100GB-ADDON-JP offering. For further exceptions, please refer to the quoting handbook.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Connect XDR Ret 100GB AO (JP)1:1TE,XM2JPE-AA,335361.55,XM2JPE-AA-AA,
OXDR-250GB-10M-ADDON-JP,"Helix Connect XDR Retention 10 Months Add-On - 250 GB (Tokyo Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Extends Helix Connect's data retention from 3 months to 13 months.You must have the corresponding OXDR-250GB-ADDON-JP subscription (that includes 90 days) for this 10 month add-on, which provides a full 13 months in total.
FEATURES INCLUDED: 13 month retention of customer logs.
RESTRICTIONS: Must already own the Trellix OXDR-250GB-ADDON-JP offering. For further exceptions, please refer to the quoting handbook.",,,,,
,Add On Offering,,,,,
,1yr Subscription with 1yr Thrive Essential,,,,,
A,1-+,Helix Connect XDR Ret 250GB AO(JP) 1:1TE,XM3JPE-AA,838403.88,XM3JPE-AA-AA,
OXDR-1TB-10M-ADDON-JP,"Helix Connect XDR Retention 10 Months Add-On - 1 TB (Tokyo Data Center)
LICENSE: Units of Storage Per Day
DELIVERABLE: Software as a Service (SaaS) with activation email
CONTENT: Extends Helix Connect's data retention from 3 months to 13 months.You must have the corresponding OXDR-1TB-ADDON-JP subscription (that includes 90 days) for this 10 month add-on, which provides a full 13 months in total.
FEATURES INCLUDED: 13 month retention of customer logs.
RESTRICTIONS: Must already own the Trellix OXDR-1TB-ADDON-JP offering. For further exceptions, please refer to the quoting handbook.",,,,,
