Unnamed: 0,Unnamed: 1,Unnamed: 2
,CONS-SS-DY-CMBO,Solution Services Daily Consulting and Travel Combo
,RESIDENT1DAY-UB,1 Day/Week Resident - 1 year Subscription Upfront Billing
,RESIDENT1DAY-MB,1 Day/Week Resident - 1 year Subscription Monthly Billing
,RESIDENT2DAY-UB,2 Day/Week Resident - 1 year Subscription Upfront Billing
,RESIDENT2DAY-MB,2 Day/Week Resident - 1 year Subscription Monthly Billing
,RESIDENT3DAY-UB,3 Day/Week Resident - 1 year Subscription Upfront Billing
,RESIDENT3DAY-MB,3 Days/Week Resident - 1 year Subscription Monthly Billing
,RESIDENT4DAY-UB,4 Day/Week Resident - 1 year Subscription Upfront Billing
,RESIDENT4DAY-MB,4 Day/Week Resident - 1 year Subscription Monthly Billing
,MAXRESIDENT-UB,Max Resident - 1 year Subscription Upfront Billing
,MAXRESIDENT-MB,Max Resident - 1 year Subscription Monthly Billing
,XPERTSVCSL1-UB,Expert Services - 1 year Subscription Upfront Billing
,XPERTSVCSL1-MB,Expert Services - 1 year Subscription Monthly Billing
,XPERTCUSTOM-UB,Expert Custom Services - 1 year Upfront Billing
,XPERTCUSTOM-MB,Expert Custom Services - 1 year Monthly Billing
,CONS-TRAVEL,Solution Services Travel
,HWA-OHC-RS1-PP,Health Watch - Onsite Prepaid
,HWA-QTR-RS4-PP,Health Watch - Quarterly Prepaid
,HWA-LTE-RS1-PP,Health Watch - Lite Prepaid
,SPE,Support Escalation Management  - Remote Escalation Mgt for VSE to ENS or MVISION migration assistance only
,DEPLOY-REMDY-PP,Deployment Consulting - Remote migration assistance for VSE to ENS or MVision Endpoint migrations only
,,Consulting Services: Foundstone Services
,FS-CTIA,Context Threat Intell Subscription
,FS-CTIB,Context Threat Intell Basic Subscription
,FS-CONS-HR,Foundstone Consulting Hourly
,FS-CONS-HR-D,Foundstone Consulting Hourly D
,FS-TRN-HR,Custom Foundstone Training Development Hourly
,FS-IR-HR-A-PP,Foundstone Consulting Incident Response Hourly A
,FS-IR-HR,Foundstone Hourly Emergency Incident Response (EIR) Retainers
,FS-IR-WKSP,IR Readiness Assessment
,FS-TRAVEL,Foundstone Travel
,FS-PCI-50,Foundstone Quarterly External PCI Scan less than 50 live hosts
,,Consulting Services: Mandiant Services
,IR-MANDIANT-PP,Mandiant Incident Response (IR) Retainer - Prepaid
,,Private Global Threat Intelligence (pGTI)
,PGTI,Trellix Private Global Threat Intelligence
,PGTI-LTE,Trellix Private Global Threat Intelligence Lite
,,Threat Intelligence
,TIG-INTAAS-LG,Trellix Threat Intelligence-as-a-Service Large - Upfront Billing
,TIG-INTAAS-MD,Trellix Threat Intelligence-as-a-Service Medium - Upfront Billing
,TIG-INTAAS-SM,Trellix Threat Intelligence-as-a-Service Small - Upfront Billing
,TIG-QTE-UB,Trellix Tailored Threat Intelligence Services Upfront Billing
,TIG-QTE-MB,Trellix Tailored Threat Intelligence Services Monthly Billing
,TIG-THREAT-REPORTS,Trellix Threat Reports - Upfront Billing
,,Advanced Threat Landscape Analysis System (ATLAS)
,TIG-ATLAS,Trellix Advanced Threat Landscape Analysis System (ATLAS) - Upfront Billing
,TIG-ATLAS-PH,Trellix Advanced Threat Landscape Analysis System (ATLAS) - Private Hosting - Upfront Billing
,TIG-ATLAS-OP,Trellix Advanced Threat Landscape Analysis System (ATLAS) - On Premises - Upfont Billing
,TIG-ATLAS-DO,Trellix Advanced Threat Landscape Analysis System (ATLAS) - Data Only
,,TIG Resident Analyst
,TIG-RESIDENT-ANALYST-UB,Trellix Resident Analyst - Upfront Billing
,TIG-RESIDENT-ANALYST-MB,Trellix Resident Analyst - Monthy Billing
,,Managed Security Services
,HWA-MSP-RS4-PP,Health Watch - Managed Security Service Provider Prepaid
,,Education Services: Instructor-led Training
,TRN-VOUCHER,"Training Voucher, Prepaid"
,FS-TRN-OS-4DY,Foundstone 4 day Foundstone PS Onsite Course
,FS-TRN-OS-4DY-ST,Foundstone 4 day Foundstone PS ADDITIONAL STUDENT
,FS-TRN-CL-4DY,Foundstone 4 day Foundstone PS PUBLIC COURSE Prepaid
,TRN-IL-PRI-1DPP,"Instructor-Led Training - 1 Day Private Class, Virtual, Prepaid"
,TRN-IL-PRI-1D,"Instructor-Led Training - 1 Day Private Class, Virtual, Invoice on delivery"
,TRN-IL-PUB-1DPP,"Instructor-Led Training - 1 Day Public Class, Virtual, Prepaid"
,TRN-IL-PRI-1DASPP,"Instructor-Led Training - Additional Student, 1 Day Private Class, Prepaid​"
,TRN-IL-PRI-2DASPP,"Instructor-Led Training - Additional Student, 2 Days Private Class, Prepaid​"
,TRN-IL-PRI-3DASPP,"Instructor-Led Training - Additional Student, 3 Days Private Class, Prepaid​"
,TRN-IL-PRI-4DASPP,"Instructor-Led Training - Additional Student, 4 Days Private Class, Prepaid​"
,TRN-IL-PRI-5DASPP,"Instructor-Led Training - Additional Student, 5 Days Private Class, Prepaid​"
,TRN-IL-PRI-1DAS,"Instructor-Led Training - Additional Student, 1 Day Private Class, Invoice on delivery​"
,TRN-IL-PRI-2DAS,"Instructor-Led Training - Additional Student, 2 Days Private Class, Invoice on delivery​"
,TRN-IL-PRI-3DAS,"Instructor-Led Training - Additional Student, 3 Days Private Class, Invoice on delivery​"
,TRN-IL-PRI-4DAS,"Instructor-Led Training - Additional Student, 4 Days Private Class, Invoice on delivery​"
,TRN-IL-PRI-5DAS,"Instructor-Led Training - Additional Student, 5 Days Private Class, Invoice on delivery​"
,TRN-TRAVEL,Training Travel
,,Education Services:  Custom Training
,TRN-CUSTOM-HRPP,"Custom Training Hourly, Prepaid"
,TRN-CUSTOM-HR,"Custom Training Hourly, Invoice on delivery"
,,General Consulting
,CS-DI-HR-L1,D&I T&M Service - Level1
,CS-DI-HR-L2,D&I T&M Service - Level2
,CS-DI-HR-L3,D&I T&M Service - Level3
,,Packaged Services
,CS-DI-ABPB-2D,Analysis Best Practices - 2 Days
,CS-DI-ABPB-3D,Analysis Best Practices - 3 Days
,CS-DI-ABPB-4D,Analysis Best Practices - 4 Days
,CS-DI-ABPB-5D,Analysis Best Practices - 5 Days
,CS-DI-IVB,Install Validation
,,Deployment Services
,CS-DI-FIXED,Deployment Fixed Price Service
,CS-DI-STAFF-L1,D&I Staff Aug Services L1
,CS-DI-STAFF-L2,D&I Staff Aug Services L2
,CS-DI-OS-NT,FireEye Remote Deployment Services
,CS-DI-OS-T,FireEye Remote Deployment Services (Travel Included)
,,Technical Support
,COMPLY-NODE,Out of Compliance Charges- Software Node/User
,COMPLY-HW,Out of Compliance Charges- Hardware Device
,MEDIA-RET,Single Media Retention Item/Service Fee
,NRHDDGEN2,Non-returnable HDD Program - GEN2
,NRSSDGEN2,Non-returnable SSD Program - GEN2
,,
,Trellix Legacy,
,,Legacy - Hermes IVX Enterprise Cloud Subscriptions  (Formerly DOD)
,DOD-T,IVX Enterprise Cloud (Formely Detection on Demand)(T)
,DOD-DE-T,IVX Enterprise Cloud (Formely Detection on Demand) (Germany Data Center)(T)
,,Legacy - IVX Enterprise Cloud
,IVX-P,IVX Enterprise Cloud -Submission Pack
,IVX-DE-P,IVX Enterprise Cloud -Submission Pack (Germany Data Center)
,IVX-JP-P,IVX Enterprise Cloud -Submission Pack (Tokyo Data Center)
,,Legacy - Premium Support
,PRS-SAM,Resident Enterprise Support- Support Account Manager
,,Legacy - Custom Support
,CUST-SPPT-PSW,Software (Pre-loaded) Custom Support
,CUST-SPPT-HW,Hardware Custom Support
,CUST-SPPT-SIEM-PSW,SIEM Appliance (Pre-loaded Software) Custom Support
,CUST-SPPT-IPS-PSW,Network IPS Appliance (Pre-loaded Software) Custom Support
,CUST-SPPT-DLP-PSW,DLP Appliance (Pre-loaded Software) Custom Support
,CUST-SPPT-ATD-PSW,ATD Appliance (Pre-loaded Software) Custom Support
,CUST-SPPT-SW,Legacy Software Custom Support
,CUST-SPPT-CP-SW,Legacy Client Protection Software Custom Support
,CUST-SPPT-EDR-SW,Legacy EDR Software Custom Support
,CUST-SPPT-DC-SW,Legacy Data Center Software Custom Support
,,Endpoint Cloud Deploy Options
,HXCL-OR-T,HX Cloud Hosting Endpoint - Large (Oregon Data Center)(T)
,HXCM-OR-T,HX Cloud Hosting Endpoint - Medium (Oregon Data Center)(T)
,,Legacy - Protection and EDR (SaaS & On-Premise)
,MV7-AU,Trellix Protect Plus and EDR Premium for Endpoint (Australia Data Center)
,MV7-DE,Trellix Protect Plus and EDR Premium for Endpoint (Germany Data Center)
,MV7,Trellix Protect Plus and EDR Premium for Endpoint
,MV7U-AU,Trellix Protect Plus and EDR Premium for Endpoint - Upgrade (Australia Data Center)
,MV7U-DE,Trellix Protect Plus and EDR Premium for Endpoint - Upgrade (Germany Data Center)
,MV7U,Trellix Protect Plus and EDR Premium for Endpoint - Upgrade
,,Legacy - EDR (SaaS & On-Premise)
,MV5,Trellix EDR Premium
,MV5U,Trellix EDR Premium - Upgrade
,MV5-DE,Trellix EDR Premium (Germany Data Center)
,MV5U-DE,Trellix EDR Premium - Upgrade (Germany Data Center)
,MV5-AU,Trellix EDR Premium (Australia Data Center)
,MV5U-AU,Trellix EDR Premium - Upgrade (Australia Data Center)
,,Legacy - Server Security Solutions
,GSS,Trellix Security for Email Servers
,GSS-S,Trellix Security for Email Servers Subscription
,GSS-U,Trellix Security for Email Servers - Transition Subscription
,PSM-S,Trellix Security for Microsoft SharePoint Server
,ESP-S,Trellix ENS Storage Protection - Subscription
,ESPU-S,Trellix ENS Storage Protection - Transition Subscription
,ESP-S-DE,Trellix ENS Storage Protection - Subscription (Germany Data Center)
,ESPU-S-DE,Trellix ENS Storage Protection - Transition Subscription (Germany Data Center)
,ESP-S-AU,Trellix ENS Storage Protection - Subscription (Australia Data Center)
,ESPU-S-AU,Trellix ENS Storage Protection - Transition Subscription (Australia Data Center)
,ESP-S-SG,Trellix ENS Storage Protection - Subscription (Singapore Data Center)
,ESPU-S-SG,Trellix ENS Storage Protection - Transition Subscription (Singapore Data Center)
,VMD,Trellix Database Vulnerability Manager
,,Legacy - Data Loss Prevention Appliances
,7700DLP-A,Trellix DLP 7700-A Appliance
,6600DLP-A,DLP 6600-A Appliance
,CSADLP-A,Trellix DLP Capture Storage Array
,,Legacy - Helix
,XDR-EPS-AU,Helix Connect (EPS) (Australia Data Center)(T)
,XDR-EPS-DE,Helix Connect (EPS) (Germany Data Center)(T)
,XDR-EPS-SG,Helix Connect (EPS) (Singapore Data Center)(T)
,XDR-EPS-JP,Helix Connect (EPS) (Tokyo Data Center)(T)
,XDR-EPS-OR,Helix Connect (EPS) (US Oregon Data Center)(T)
,XDR-EPS,Helix Connect (EPS)(T)
,XDRS16-AU,Helix Search 16 (Australia Data Center(T)
,XDRS16-DE,Helix Search 16 (Germany Data Center(T)
,XDRS16-SG,Helix Search 16 (Singapore Data Center(T)
,XDRS16-JP,Helix Search 16 (Tokyo Data Center(T)
,XDRS16-OR,Helix Search 16 (US Oregon Data Center)(T)
,XDRS16,Helix Search 16(T)
,XDRS30-AU,Helix Search 30 (Australia Data Center(T)
,XDRS30-DE,Helix Search 30 (Germany Data Center(T)
,XDRS30-SG,Helix Search 30 (Singapore Data Center(T)
,XDRS30-JP,Helix Search 30 (Tokyo Data Center(T)
,XDRS30-OR,Helix Search 30 (US Oregon Data Center)(T)
,XDRS30,Helix Search 30(T)
,XDRS60-AU,Helix Search 60 (Australia Data Center(T)
,XDRS60-DE,Helix Search 60 (Germany Data Center(T)
,XDRS60-SG,Helix Search 60 (Singapore Data Center(T)
,XDRS60-JP,Helix Search 60 (Tokyo Data Center(T)
,XDRS60-OR,Helix Search 60 (US Oregon Data Center)(T)
,XDRS60,Helix Search 60(T)
,XDRS90-AU,Helix Search 90 (Australia Data Center(T)
,XDRS90-DE,Helix Search 90 (Germany Data Center(T)
,XDRS90-SG,Helix Search 90 (Singapore Data Center(T)
,XDRS90-JP,Helix Search 90 (Tokyo Data Center(T)
,XDRS90-OR,Helix Search 90 (US Oregon Data Center)(T)
,XDRS90,Helix Search 90(T)
,FSO-T,Security Orchestration(T)
,HE1,Helix Enterprise Edition
,HE1-DE,Helix Enterprise Edition Germany Data Center
,HE1-SG,Helix Enterprise Edition Singapore Data Center
,HE1-AU,Helix Enterprise Edition Australia Data Center
,,Legacy - Network NS9500 Series IPS Perpetual Software Throughput
,NS9500-10GBPS,IPS NS9500 - 10Gbps Software license (Throughput based entitlement)
,NS9500-20GBPS,IPS NS9500 - 20Gbps Software license (Throughput based entitlement)
,NS9500-30GBPS,IPS NS9500 - 30Gbps Software license (Throughput based entitlement)
,NS9500-40GBPS,IPS NS9500 - 40Gbps Software license (Throughput based entitlement)
,NS9500-60GBPS,IPS NS9500 - 60Gbps Software license (Throughput based entitlement)
,NS9500-100GBPS,IPS NS9500 - 100Gbps Software license (Throughput based entitlement)
,NS9500-10GBPS FO,IPS NS9500 - 10Gbps Failover (HA) Software license (Throughput based entitlement)
,NS9500-20GBPS FO,IPS NS9500 - 20Gbps Failover (HA) Software license (Throughput based entitlement)
,NS9500-30GBPS FO,IPS NS9500 - 30Gbps Failover (HA) Software license (Throughput based entitlement)
,NS9500-40GBPS FO,IPS NS9500 - 40Gbps Failover (HA) Software license (Throughput based entitlement)
,NS9500-60GBPS FO,IPS NS9500 - 60Gbps Failover (HA) Software license (Throughput based entitlement)
,NS9500-100GBPS FO,IPS NS9500 - 100Gbps Failover (HA) Software license (Throughput based entitlement)
,,Legacy - Network NS9500 Series IPS Perpetual Software Throughput Upgrade
,NS9500-U-10 TO 20GBPS,Network Security IPS NS9500 Throughput upgrade - 10 to 20 Gbps
,NS9500-U-10 TO 30GBPS,Network Security IPS NS9500 Throughput upgrade - 10 to 30 Gbps
,NS9500-U-10 TO 40GBPS,Network Security IPS NS9500 Throughput upgrade - 10 to 40 Gbps
,NS9500-U-10 TO 60GBPS,Network Security IPS NS9500 Throughput upgrade - 10 to 60 Gbps
,NS9500-U-10 TO 100GBPS,Network Security IPS NS9500 Throughput upgrade - 10 to 100 Gbps
,NS9500-U-20 TO 30GBPS,Network Security IPS NS9500 Throughput upgrade - 20 to 30 Gbps
,NS9500-U-20 TO 40GBPS,Network Security IPS NS9500 Throughput upgrade - 20 to 40 Gbps
,NS9500-U-20 TO 60GBPS,Network Security IPS NS9500 Throughput upgrade - 20 to 60 Gbps
,NS9500-U-20 TO 100GBPS,Network Security IPS NS9500 Throughput upgrade - 20 to 100 Gbps
,NS9500-U-30 TO 40GBPS,Network Security IPS NS9500 Throughput upgrade - 30 to 40 Gbps
,NS9500-U-30 TO 60GBPS,Network Security IPS NS9500 Throughput upgrade - 30 to 60 Gbps
,NS9500-U-30 TO 100GBPS,Network Security IPS NS9500 Throughput upgrade - 30 to 100 Gbps
,NS9500-U-40 TO 60GBPS,Network Security IPS NS9500 Throughput upgrade - 40 to 60 Gbps
,NS9500-U-40 TO 100GBPS,Network Security IPS NS9500 Throughput upgrade - 40 to 100 Gbps
,NS9500-U-60 TO 100GBPS,Network Security IPS NS9500 Throughput upgrade - 60 to 100 Gbps
,NS9500-FO-U-10 TO 20GBPS,Network Security IPS NS9500 Failover (HA) Throughput upgrade - 10 to 20 Gbps
,NS9500-FO-U-10 TO 30GBPS,Network Security IPS NS9500 Failover (HA) Throughput upgrade - 10 to 30 Gbps
,NS9500-FO-U-10 TO 40GBPS,Network Security IPS NS9500 Failover (HA) Throughput upgrade - 10 to 40 Gbps
,NS9500-FO-U-10 TO 60GBPS,Network Security IPS NS9500 Failover (HA) Throughput upgrade - 10 to 60 Gbps
,NS9500-FO-U-10 TO 100GBPS,Network Security IPS NS9500 Failover (HA) Throughput upgrade - 10 to 100 Gbps
,NS9500-FO-U-20 TO 30GBPS,Network Security IPS NS9500 Failover (HA) Throughput upgrade - 20 to 30 Gbps
,NS9500-FO-U-20 TO 40GBPS,Network Security IPS NS9500 Failover (HA) Throughput upgrade - 20 to 40 Gbps
,NS9500-FO-U-20 TO 60GBPS,Network Security IPS NS9500 Failover (HA) Throughput upgrade - 20 to 60 Gbps
,NS9500-FO-U-20 TO 100GBPS,Network Security IPS NS9500 Failover (HA) Throughput upgrade - 20 to 100 Gbps
,NS9500-FO-U-30 TO 40GBPS,Network Security IPS NS9500 Failover (HA) Throughput upgrade - 30 to 40 Gbps
,NS9500-FO-U-30 TO 60GBPS,Network Security IPS NS9500 Failover (HA) Throughput upgrade - 30 to 60 Gbps
,NS9500-FO-U-30 TO 100GBPS,Network Security IPS NS9500 Failover (HA) Throughput upgrade - 30 to 100 Gbps
,NS9500-FO-U-40 TO 60GBPS,Network Security IPS NS9500 Failover (HA) Throughput upgrade - 40 to 60 Gbps
,NS9500-FO-U-40 TO 100GBPS,Network Security IPS NS9500 Failover (HA) Throughput upgrade - 40 to 100 Gbps
,NS9500-FO-U-60 TO 100GBPS,Network Security IPS NS9500 Failover (HA) Throughput upgrade - 60 to 100 Gbps
,,Legacy - Network NS7500 Series IPS Perpetual Software Throughput
,NS7500-3GBPS,IPS NS7500 - 3Gbps Software license (Throughput based entitlement)
,NS7500-5GBPS,IPS NS7500 - 5Gbps Software license (Throughput based entitlement)
,NS7500-7.5GBPS,IPS NS7500 - 7.5Gbps Software license (Throughput based entitlement)
,NS7500-3GBPS FO,IPS NS7500 - 3Gbps Failover (HA) Software license (Throughput based entitlement)
,NS7500-5GBPS FO,IPS NS7500 - 5Gbps Failover (HA) Software license (Throughput based entitlement)
,NS7500-7.5GBPS FO,IPS NS7500 - 7.5Gbps Failover (HA) Software license (Throughput based entitlement)
,,Legacy - Network NS7500 Series IPS Perpetual Software Throughput Upgrade
,NS7500-U-3 TO 5GBPS,Network Security IPS NS7500 Throughput upgrade - 3 to 5 Gbps
,NS7500-U-3 TO 7.5GBPS,Network Security IPS NS7500 Throughput upgrade - 3 to 7.5 Gbps
,NS7500-U-5 TO 7.5GBPS,Network Security IPS NS7500 Throughput upgrade - 5 to 7.5 Gbps
,NS7500-FO-U-3 TO 5GBPS,Network Security IPS NS7500 Failover (HA) Throughput upgrade - 3 to 5 Gbps
,NS7500-FO-U-3 TO 7.5GBPS,Network Security IPS NS7500 Failover (HA) Throughput upgrade - 3 to 7.5 Gbps
,NS7500-FO-U-5 TO 7.5GBPS,Network Security IPS NS7500 Failover (HA) Throughput upgrade - 5 to 7.5 Gbps
,,Legacy - Next Generation Network IPS Appliances
,IPS NS9300,Network Security IPS NS9300 Appliance
,IPS NS9300-FO,Network Security IPS NS9300 Appliance - Failover
,IPS NS9300-FO-UPG,Network Security IPS NS9300 Appliance - FO to PRD Upgrade
,IPS NS9200,Network Security IPS NS9200 Appliance
,IPS NS9200-FO,Network Security IPS NS9200 Appliance - Failover
,IPS NS9200-FO-UPG,Network Security IPS NS9200 Appliance - FO to PRD Upgrade
,IPS NS9100,Network Security IPS NS9100 Appliance
,IPS NS9100-FO,Network Security IPS NS9100 Appliance - Failover
,IPS NS9100-FO-UPG,Network Security IPS NS9100 Appliance - FO to PRD Upgrade
,IPS NS7500,Trellix Network Security IPS NS7500 Appliance
,NS7500-3GBPS-S,Trellix IPS NS7500 - 3Gbps Software license (Throughput based entitlement)
,NS7500-5GBPS-S,Trellix IPS NS7500 - 5Gbps Software license (Throughput based entitlement)
,NS7500-7.5GBPS-S,Trellix IPS NS7500 - 7.5Gbps Software license (Throughput based entitlement)
,NS7500-3GBPS FO-S,Trellix IPS NS7500 - 3Gbps Failover (HA) Software license (Throughput based entitlement)
,NS7500-5GBPS FO-S,Trellix IPS NS7500 - 5Gbps Failover (HA) Software license (Throughput based entitlement)
,NS7500-7.5GBPS FO-S,Trellix IPS NS7500 - 7.5Gbps Failover (HA) Software license (Throughput based entitlement)
,IPS NS7500 3GB-SSL,Trellix Network Security IPS NS7500 3Gbps Appliance - Inbound/Outbound SSL
,IPS NS7500 5GB-SSL,Trellix Network Security IPS NS7500 5Gbps Appliance - Inbound/Outbound SSL
,IPS NS7500 7.5-SSL,Trellix Network Security IPS NS7500 7.5Gbps Appliance - Inbound/Outbound SSL
,IPS NS7350,Network Security IPS NS7350 Appliance
,IPS NS7350-FO,Network Security IPS NS7350 Appliance - Failover
,IPS NS7350-FO-UPG,Network Security IPS NS7350 Appliance - FO to PRD Upgrade
,IPS NS7250,Network Security IPS NS7250 Appliance
,IPS NS7250-FO,Network Security IPS NS7250 Appliance - Failover
,IPS NS7250-FO-UPG,Network Security IPS NS7250 Appliance - FO to PRD Upgrade
,IPS NS7150,Network Security IPS NS7150 Appliance
,IPS NS7150-FO,Network Security IPS NS7150 Appliance - Failover
,IPS NS7150-FO-UPG,Network Security IPS NS7150 Appliance - FO to PRD Upgrade
,IPS NS5200,Network Security IPS NS5200 Appliance
,IPS NS5200-FO,Network Security IPS NS5200 Appliance - Failover
,IPS NS5200-FO-UPG,Network Security IPS NS5200 Appliance - FO to PRD Upgrade
,IPS NS5100,Network Security IPS NS5100 Appliance
,IPS NS5100-FO,Network Security IPS NS5100 Appliance - Failover
,IPS NS5100-FO-UPG,Network Security IPS NS5100 Appliance - FO to PRD Upgrade
,IPS NS3500,Network Security IPS NS3500 Appliance
,NS3500-200/750MBPS,IPS NS3500 - 200/750 Mbps Software license (Throughput based entitlement)
,IPS NS3200-B,Trellix Network Security IPS NS3200-B Appliance
,NS3200-200/750MBPS-S,Trellix IPS NS3200-B 200/750Mbps Software license (Throughput based entitlement)
,NS3200-200/750MBPS FO-S,Trellix IPS NS3200-B 200/750Mbps Software license Failover (HA) (Throughput based entitlement)
,IPS NS3200,Network Security IPS NS3200 Appliance
,IPS NS3200-FO,Network Security IPS NS3200 Appliance - Failover
,IPS NS3200-FO-UPG,Network Security IPS NS3200 Appliance - FO to PRD Upgrade
,IPS NS3100,Network Security IPS NS3100 Appliance
,IPS NS3100-FO,Network Security IPS NS3100 Appliance - Failover
,IPS NS3100-FO-UPG,Network Security IPS NS3100 Appliance - FO to PRD Upgrade
,,Legacy - Network IPS Fail-Open Kits/Modules
,FO-MODULE-10-LR,Network Security 10GigE 10GBASE-LR SM Active Fail-Open Module
,FO-MODULE-10-SR,Network Security 10GigE 10GBASE-SR MM Active Fail-Open Module
,FO-KIT-10-LX,Trellix Network Security 10/1 GigE 10GBASE-LR/1000BASE-LX SM Passive Fail-Open Kit
,FO-KIT-10-SX-62,Trellix Network Security 10/1 GigE 10GBASE-SR/1000BASE-SX 62.5Âµm MM Passive Fail-Open Kit
,FO-KIT-10-SX-50,Trellix Network Security 10/1 GigE 10GBASE-SR/1000BASE-SX 50Âµm MM Passive Fail-Open Kit
,FO-KIT-1-T,Trellix Network Security 1GigE 1000BASE-T Passive Fail-Open Kit
,,Legacy - Network IPS Power Supplies
,POWER-SUPPLY-DC-NS-9X00,Network Security 1600W DC Power Supply for NS9x00
,PWR-SPLY-DC-NS-7K-5K-NS95,Trellix Network Security 650W DC Power Supply for NS7xx0 and NS5x00 and NS9500
,,Legacy - Advanced Threat Defense
,ATD-6100-S,Advanced Threat Defense 6100 - Subscription
,ATD-6100,Advanced Threat Defense 6100
,ATD-3200,Trellix Intelligent Sandbox 3200
,ATD-6200,Trellix Intelligent Sandbox 6200
,ATD-3100-S,Advanced Threat Defense 3100 - Subscription
,ATD-3100,Advanced Threat Defense 3100
,,Legacy - Advanced Threat Defense (IVX Transitioned)
,IVX3100,Trellix Intelligent Sandbox 3100 (IVX Software)
,IVX3100-DTI,Trellix Intelligent Sandbox 3100 (IVX Software) - Dynamic Threat Intelligence
,EX3100,Trellix Email Security Server on Trellix Intelligent Sandbox 3100
,IVX3200,Trellix Intelligent Sandbox 3200 (IVX Software)
,IVX3200-DTI,Trellix Intelligent Sandbox 3200 (IVX Software) - Dynamic Threat Intelligence
,EX3200,Trellix Email Security Server on Trellix Intelligent Sandbox 3200
,IVX6100,Trellix Intelligent Sandbox 6100 (IVX Software)
,IVX6100-DTI,Trellix Intelligent Sandbox 6100 (IVX Software) - Dynamic Threat Intelligence
,EX6100,Trellix Email Security Server on Trellix Intelligent Sandbox 6100
,IVX6200,Trellix Intelligent Sandbox 6200 (IVX Software)
,IVX6200-DTI,Trellix Intelligent Sandbox 6200 (IVX Software) - Dynamic Threat Intelligence
,EX6200,Trellix Email Security Server on Trellix Intelligent Sandbox 6200
,EM-IVX-VA-T,Email Security Sensor Virtual(T) - IVX
,EM-IVX-VA-DTI-T,Email Security Sensor Virtual(T) - IVX - Dynamic Threat Intelligence(T)
,,Legacy - Trellix Intelligent Sandbox Virtual Appliances
,ATD-VM1008-EP,Trellix Virtual Intelligent Sandbox Appliance - Per Endpoint
,ATD-VM1008,Trellix Virtual Intelligent Sandbox Appliance VM1008
,,Legacy - SIEM Combination Appliances
,ESM-ELM-ERC-6075,"Trellix Enterprise Security Manager, Log Manager and Event Receiver Combination 6075"
,ESM-ELM-ERC-6050,"Enterprise Security, Enterprise Log Manager and Event Receiver 6050 Combination"
,ESM-ELM-ERC-5775,"Trellix Enterprise Security Manager, Log Manager and Event Receiver Combination 5775"
,ESM-ELM-ERC-5700,"Enterprise Security, Enterprise Log Manager and Event Receiver 5700 Combination"
,,Legacy - Enterprise Security Manager Appliances
,ETM-6075,Trellix Enterprise Security Manager 6075
,ETM-X9-N,Trellix Enterprise Security Manager X9-N
,ETM-6050,Enterprise Security Manager 6050
,ETM-5775,Trellix Enterprise Security Manager 5775
,ETM-5700,Enterprise Security Manager 5700
,ETM-X7-N,Trellix Enterprise Security Manager X7-N
,ETM-X7,Enterprise Security Manager X7
,ETM-X9,Enterprise Security Manager X9
,ETM-X11-N,Trellix Enterprise Security Manager X11-N
,ETM-X11,Enterprise Security Manager X11
,,Legacy - Enterprise Log Manager Appliances
,ELM-SSD-6,Trellix Enterprise Log Manager SSD-6
,ELM-6075,Trellix Enterprise Log Manager 6075
,ELM-6050,Enterprise Log Manager 6050
,ELM-5775,Trellix Enterprise Log Manager 5775
,ELM-5700,Enterprise Log Manager 5700
,ELM-SSD-5,Enterprise Log Manager SSD5
,,Legacy - Enterprise Log Search Appliances
,ELS-SSD-6,Trellix Enterprise Log Search SSD6
,ELS-6075,Trellix Enterprise Log Search 6075
,ELS-6050,Enterprise Log Search 6050
,ELS-5775,Trellix Enterprise Log Search 5775
,ELS-5700,Enterprise Log Search 5700
,ELS-SSD-5,Enterprise Log Search SSD Gen 5
,,Legacy - Event Receiver Appliances
,ERC-SSD-6,Trellix Event Receiver SSD-6
,ERC-3575,Trellix Event Receiver 3575
,ERC-4700,Event Receiver 4700
,ERC-3500,Event Receiver 3500
,ERC-2675,Trellix Event Receiver 2675
,ERC-2650,Event Receiver 2650
,ERC-1275,Trellix Event Receiver 1275
,ERC-1270,Event Receiver 1270
,,Legacy - Advanced Correlation Engine Appliances
,ACE-SSD-6,Trellix Advanced Correlation Engine SSD-6
,ACE-4700,Advanced Correlation Engine 4700
,ACE-2675,Trellix Advanced Correlation Engine 2675
,ACE-2650,Advanced Correlation Engine 2650
,,Legacy - Application Data Monitor Appliances
,APM-3575,Trellix Application Data Monitor 3575
,APM-3500,Application Data Monitor 3500
,APM-1275,Trellix Application Data Monitor 1275
,APM-1270,Application Data Monitor 1270
,,Legacy - Global Threat Intelligence Service
,ESM-ELM-ERC-6075-GTI,Trellix Global Threat Intelligence (Module for ESM) - Combination 6075 Appliance
,ETM-6075-GTI,Trellix Global Threat Intelligence (Module for ESM) - ETM-6075 Appliance
,ETM-X9-N-GTI,Trellix Global Threat Intelligence (Module for ESM) - ETM X9-N Appliance
,ESM-ELM-ERC-6050-GTI,Global Threat Intelligence (Module for  ESM) - Combination 6050 Appliance
,ESM-ELM-ERC-5775-GTI,Trellix Global Threat Intelligence (Module for ESM) - Combination 5775 Appliance
,ESM-ELM-ERC-5700-GTI,Global Threat Intelligence (Module for  ESM) - Combination 5700 Appliance
