Band,Range,Description,PartNo,MSRP List Price,Standard Channel SKU,Unnamed: 6
C,51-100,MOVE AV for Virtual Dsktops1YrTE[P+],MOVYFM-AA,27.7,MOVYFM-AA-CA,
D,101-250,MOVE AV for Virtual Dsktops1YrTE[P+],MOVYFM-AA,24.88,MOVYFM-AA-DA,
E,251-500,MOVE AV for Virtual Dsktops1YrTE[P+],MOVYFM-AA,24.04,MOVYFM-AA-EA,
F,501-1000,MOVE AV for Virtual Dsktops1YrTE[P+],MOVYFM-AA,22.39,MOVYFM-AA-FA,
G,1001-2000,MOVE AV for Virtual Dsktops1YrTE[P+],MOVYFM-AA,21.54,MOVYFM-AA-GA,
H,2001-5000,MOVE AV for Virtual Dsktops1YrTE[P+],MOVYFM-AA,18.1,MOVYFM-AA-HA,
I,5001-10000,MOVE AV for Virtual Dsktops1YrTE[P+],MOVYFM-AA,17.02,MOVYFM-AA-IA,
J,10001-+,MOVE AV for Virtual Dsktops1YrTE[P+],MOVYFM-AA,16.34,MOVYFM-AA-JA,
MOV,"Trellix MOVE AntiVirus for Virtual Servers
LICENSE: Per OS instance.
DELIVERABLE: Download.
PRODUCT CONTENT:  MOVE AV for Virtual Servers, ENS for Servers (Threat Prevention, Firewall & Web control),  Connectors for private cloud (VMware) and ePolicy Orchestrator (on-premises).
MOVE AV for Virtual Servers provides offloading of scanning and scheduling for VMware, Citrix, and Hyper-V hypervisors. In addition, MOVE includes an agentless deployment mode for VMware and is VMware NSX certified.
ENS for Servers provides hypervisor aware resource optimization for ENS Threat Prevention for Vmware virtualized environment. Its compatible with Advance Threat Protection (DAC and Real Protect) for Windows. ENS Threat Prevention is for the scan server.",,,,,
,Standard Offering,,,,,
,Perpetual License with 1yr Thrive Essential,,,,,
A,1-25,MOVE AV for Virtual Servers OS P:1TE,MOVCKE-AT,235.55,MOVCKE-AT-AA,
B,26-50,MOVE AV for Virtual Servers OS P:1TE,MOVCKE-AT,199.63,MOVCKE-AT-BA,
C,51-100,MOVE AV for Virtual Servers OS P:1TE,MOVCKE-AT,178.25,MOVCKE-AT-CA,
D,101-250,MOVE AV for Virtual Servers OS P:1TE,MOVCKE-AT,159.15,MOVCKE-AT-DA,
E,251-500,MOVE AV for Virtual Servers OS P:1TE,MOVCKE-AT,153.02,MOVCKE-AT-EA,
F,501-1000,MOVE AV for Virtual Servers OS P:1TE,MOVCKE-AT,144.36,MOVCKE-AT-FA,
G,1001-+,MOVE AV for Virtual Servers OS P:1TE,MOVCKE-AT,133.67,MOVCKE-AT-GA,
,1yr Thrive Essential,,,,,
A,1-25,MOVE AV for Virtual Servers OS 1YrTE,MOVYCM-AT,98.93,MOVYCM-AT-AA,
B,26-50,MOVE AV for Virtual Servers OS 1YrTE,MOVYCM-AT,83.85,MOVYCM-AT-BA,
C,51-100,MOVE AV for Virtual Servers OS 1YrTE,MOVYCM-AT,74.83,MOVYCM-AT-CA,
D,101-250,MOVE AV for Virtual Servers OS 1YrTE,MOVYCM-AT,66.82,MOVYCM-AT-DA,
E,251-500,MOVE AV for Virtual Servers OS 1YrTE,MOVYCM-AT,64.26,MOVYCM-AT-EA,
F,501-1000,MOVE AV for Virtual Servers OS 1YrTE,MOVYCM-AT,60.64,MOVYCM-AT-FA,
G,1001-+,MOVE AV for Virtual Servers OS 1YrTE,MOVYCM-AT,56.16,MOVYCM-AT-GA,
PAS,"Trellix Policy Auditor for Servers
LICENSE: Per Server.
DELIVERABLE: Download Only.
PRODUCT CONTENT: Demonstrate compliance with key industry mandates and security policies  via policy audit. Full ePolicy Orchestrator integration (deploy, manage and report) enables organizations to leverage a unified platform for end point security and compliance management and achieve new levels of operational efficiency. This purpose-built IT audit solution includes waivers, a continuous audit model and is built on open security standards to automate the processes required for audits.  Support for multiple platforms and applications. Includes a copy of ePolicy Orchestrator 4.0 intended for use with Policy Auditor only. See product documentation.",,,,,
,Standard Offering,,,,,
,ProtectPLUS Perpetual License with 1yr Thrive Essential,,,,,
A,1-25,Policy Auditor Svr P:1 TE [P+],PASCDE-AB,1474.03,PASCDE-AB-AA,
B,26-50,Policy Auditor Svr P:1 TE [P+],PASCDE-AB,1391.58,PASCDE-AB-BA,
C,51-100,Policy Auditor Svr P:1 TE [P+],PASCDE-AB,1313.69,PASCDE-AB-CA,
D,101-250,Policy Auditor Svr P:1 TE [P+],PASCDE-AB,1240.21,PASCDE-AB-DA,
E,251-500,Policy Auditor Svr P:1 TE [P+],PASCDE-AB,1170.81,PASCDE-AB-EA,
F,501-1000,Policy Auditor Svr P:1 TE [P+],PASCDE-AB,1105.32,PASCDE-AB-FA,
G,1001-2000,Policy Auditor Svr P:1 TE [P+],PASCDE-AB,1043.47,PASCDE-AB-GA,
H,2001-5000,Policy Auditor Svr P:1 TE [P+],PASCDE-AB,971.9,PASCDE-AB-HA,
I,5001-10000,Policy Auditor Svr P:1 TE [P+],PASCDE-AB,886.45,PASCDE-AB-IA,
J,10001-+,Policy Auditor Svr P:1 TE [P+],PASCDE-AB,791.45,PASCDE-AB-JA,
,ProtectPLUS 1yr Thrive Essential,,,,,
A,1-25,Policy Auditor Srvrs 1Yr TE [P+],PASYFM-AB,482.94,PASYFM-AB-AA,
B,26-50,Policy Auditor Srvrs 1Yr TE [P+],PASYFM-AB,455.9,PASYFM-AB-BA,
C,51-100,Policy Auditor Srvrs 1Yr TE [P+],PASYFM-AB,430.37,PASYFM-AB-CA,
D,101-250,Policy Auditor Srvrs 1Yr TE [P+],PASYFM-AB,406.28,PASYFM-AB-DA,
E,251-500,Policy Auditor Srvrs 1Yr TE [P+],PASYFM-AB,383.53,PASYFM-AB-EA,
F,501-1000,Policy Auditor Srvrs 1Yr TE [P+],PASYFM-AB,362.1,PASYFM-AB-FA,
G,1001-2000,Policy Auditor Srvrs 1Yr TE [P+],PASYFM-AB,341.81,PASYFM-AB-GA,
H,2001-5000,Policy Auditor Srvrs 1Yr TE [P+],PASYFM-AB,318.4,PASYFM-AB-HA,
I,5001-10000,Policy Auditor Srvrs 1Yr TE [P+],PASYFM-AB,290.41,PASYFM-AB-IA,
J,10001-+,Policy Auditor Srvrs 1Yr TE [P+],PASYFM-AB,259.28,PASYFM-AB-JA,
,File & Application Control - Server,,,,,
CHS,"Trellix Change Control for Servers
LICENSE: Per Server.
DELIVERABLE: Download Only.
PRODUCT CONTENT: Enterprise compliance solution for File Integrity Monitoring (FIM), audit trails, and preventing unauthorized changes within an operating environment.",,,,,
,Standard Offering,,,,,
,ProtectPLUS Perpetual License with 1yr Thrive Essential,,,,,
A,1-25,Change Control Servers P:1TE [P+],CHSCKE-AB,2579.33,CHSCKE-AB-AA,
B,26-50,Change Control Servers P:1TE [P+],CHSCKE-AB,2424.57,CHSCKE-AB-BA,
C,51-100,Change Control Servers P:1TE [P+],CHSCKE-AB,2279.11,CHSCKE-AB-CA,
D,101-250,Change Control Servers P:1TE [P+],CHSCKE-AB,2142.38,CHSCKE-AB-DA,
E,251-500,Change Control Servers P:1TE [P+],CHSCKE-AB,2013.82,CHSCKE-AB-EA,
F,501-1000,Change Control Servers P:1TE [P+],CHSCKE-AB,1892.97,CHSCKE-AB-FA,
G,1001-2000,Change Control Servers P:1TE [P+],CHSCKE-AB,1703.69,CHSCKE-AB-GA,
H,2001-5000,Change Control Servers P:1TE [P+],CHSCKE-AB,1533.36,CHSCKE-AB-HA,
I,5001-10000,Change Control Servers P:1TE [P+],CHSCKE-AB,1349.31,CHSCKE-AB-IA,
J,10001-+,Change Control Servers P:1TE [P+],CHSCKE-AB,1173.95,CHSCKE-AB-JA,
,ProtectPLUS 1yr Thrive Essential,,,,,
A,1-25,Change Control Servers 1Yr TE [P+],CHSYCM-AB,563.36,CHSYCM-AB-AA,
B,26-50,Change Control Servers 1Yr TE [P+],CHSYCM-AB,529.51,CHSYCM-AB-BA,
C,51-100,Change Control Servers 1Yr TE [P+],CHSYCM-AB,497.75,CHSYCM-AB-CA,
D,101-250,Change Control Servers 1Yr TE [P+],CHSYCM-AB,467.94,CHSYCM-AB-DA,
E,251-500,Change Control Servers 1Yr TE [P+],CHSYCM-AB,439.81,CHSYCM-AB-EA,
F,501-1000,Change Control Servers 1Yr TE [P+],CHSYCM-AB,413.43,CHSYCM-AB-FA,
G,1001-2000,Change Control Servers 1Yr TE [P+],CHSYCM-AB,372.09,CHSYCM-AB-GA,
H,2001-5000,Change Control Servers 1Yr TE [P+],CHSYCM-AB,334.92,CHSYCM-AB-HA,
I,5001-10000,Change Control Servers 1Yr TE [P+],CHSYCM-AB,294.68,CHSYCM-AB-IA,
J,10001-+,Change Control Servers 1Yr TE [P+],CHSYCM-AB,256.36,CHSYCM-AB-JA,
ACS,"Trellix Application Control for Servers
LICENSE: Per Server.
DELIVERABLE: Download Only.
PRODUCT CONTENT:  Application Whitelisting and Memory Protection targeted for servers that need to be locked down and protected. These devices are function specific (mfg. devices, etc.) and in some cases cannot handle the load of traditional AntiVirus applications.",,,,,
,Standard Offering,,,,,
,ProtectPLUS Perpetual License with 1yr Thrive Essential,,,,,
A,1-25,App Control Servers P:1TE [P+],ACSCKE-AB,1884.45,ACSCKE-AB-AA,
B,26-50,App Control Servers P:1TE [P+],ACSCKE-AB,1511.6,ACSCKE-AB-BA,
C,51-100,App Control Servers P:1TE [P+],ACSCKE-AB,1321.84,ACSCKE-AB-CA,
D,101-250,App Control Servers P:1TE [P+],ACSCKE-AB,1134.03,ACSCKE-AB-DA,
E,251-500,App Control Servers P:1TE [P+],ACSCKE-AB,1038.3,ACSCKE-AB-EA,
F,501-1000,App Control Servers P:1TE [P+],ACSCKE-AB,913.72,ACSCKE-AB-FA,
G,1001-2000,App Control Servers P:1TE [P+],ACSCKE-AB,749.24,ACSCKE-AB-GA,
H,2001-5000,App Control Servers P:1TE [P+],ACSCKE-AB,599.4,ACSCKE-AB-HA,
I,5001-10000,App Control Servers P:1TE [P+],ACSCKE-AB,467.54,ACSCKE-AB-IA,
J,10001-+,App Control Servers P:1TE [P+],ACSCKE-AB,355.3,ACSCKE-AB-JA,
,ProtectPLUS 1yr Thrive Essential,,,,,
A,1-25,App Control Servers1YrTE [P+],ACSYCM-AB,411.56,ACSYCM-AB-AA,
B,26-50,App Control Servers1YrTE [P+],ACSYCM-AB,330.13,ACSYCM-AB-BA,
C,51-100,App Control Servers1YrTE [P+],ACSYCM-AB,288.67,ACSYCM-AB-CA,
D,101-250,App Control Servers1YrTE [P+],ACSYCM-AB,247.67,ACSYCM-AB-DA,
E,251-500,App Control Servers1YrTE [P+],ACSYCM-AB,226.76,ACSYCM-AB-EA,
F,501-1000,App Control Servers1YrTE [P+],ACSYCM-AB,199.53,ACSYCM-AB-FA,
G,1001-2000,App Control Servers1YrTE [P+],ACSYCM-AB,163.65,ACSYCM-AB-GA,
H,2001-5000,App Control Servers1YrTE [P+],ACSYCM-AB,130.91,ACSYCM-AB-HA,
I,5001-10000,App Control Servers1YrTE [P+],ACSYCM-AB,102.12,ACSYCM-AB-IA,
J,10001-+,App Control Servers1YrTE [P+],ACSYCM-AB,77.63,ACSYCM-AB-JA,
