Channel SKU,Part. No.,Layer3 STUB Description_NEW,Layer3 STUB Description_OLD,Layer5_NEW,Layer5_OLD,Min_NEW,Min_OLD,Description_NEW,Description_OLD,MSRP List Price_NEW,MSRP List Price_OLD,FCS Date_NEW,FCS Date_OLD,EOS Date_NEW,EOS Date_OLD
ESPSGE-AB-GA,ESPSGE-AB,Trellix ENS Storage Protection - Subscription (Singapore Data Center),Trellix ENS Storage Protection - Subscription (Singapore Data Center)a,--,--,--,--,--,--,--,--,--,--,--,--
DLP7700ANBDA,DLP7700ANBD,--,--,1yr Next Business Day Ship Hardware Support,1yr Onsite Next Business Day Hardware Support (see Quote&Order Policies for specifics),--,--,--,--,--,--,--,--,--,--
DLP7700ASDA,DLP7700ASD,--,--,1yr Same Day 24x7 Hardware Support (CRU Only),1yr Onsite 4 Hour Same Day 24x7 Hardware Support (see Quote&Order Policies for specifics),--,--,--,--,--,--,--,--,--,--
DLP6600ANBDA,DLP6600ANBD,--,--,1yr Next Business Day Ship Hardware Support,1yr Onsite Next Business Day Hardware Support (see Quote&Order Policies for specifics),--,--,--,--,--,--,--,--,--,--
DLP6600ASDA,DLP6600ASD,--,--,1yr Same Day 24x7 Hardware Support (CRU Only),1yr Onsite 4 Hour Same Day 24x7 Hardware Support (see Quote&Order Policies for specifics),--,--,--,--,--,--,--,--,--,--
DLPCSANBDA,DLPCSANBD,--,--,1yr Next Business Day Ship Hardware Support,1yr Onsite Next Business Day Hardware Support (see Quote&Order Policies for specifics),--,--,--,--,--,--,--,--,--,--
DLPCSASDA,DLPCSASD,--,--,1yr Same Day 24x7 Hardware Support (CRU Only),1yr Onsite 4 Hour Same Day 24x7 Hardware Support (see Quote&Order Policies for specifics),--,--,--,--,--,--,--,--,--,--
IPSNS9300NBDA,IPSNS9300NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
IPSNS9300FONBDA,IPSNS9300FONBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
IPSNS9200NBDA,IPSNS9200NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
IPSNS9200FONBDA,IPSNS9200FONBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
IPSNS9100NBDA,IPSNS9100NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
IPSNS9100FONBDA,IPSNS9100FONBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
RBIPSNS7500NBDA,RBIPSNS7500NBD,--,--,1yr Next Business Day Ship Hardware Support,1yr Onsite Next Business Day Hardware Support (see Quote&Order Policies for specifics),--,--,--,--,--,--,--,--,--,--
IPSNS7350NBDA,IPSNS7350NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
IPSNS7350FONBDA,IPSNS7350FONBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
IPSNS7250NBDA,IPSNS7250NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
IPSNS7250FONBDA,IPSNS7250FONBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
IPSNS7150NBDA,IPSNS7150NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
IPSNS7150FONBDA,IPSNS7150FONBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
IPSNS5200NBDA,IPSNS5200NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
IPSNS5200FONBDA,IPSNS5200FONBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
IPSNS5100NBDA,IPSNS5100NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
IPSNS5100FONBDA,IPSNS5100FONBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
IPSNS3200BNBDA,IPSNS3200BNBD,--,--,1yr Next Business Day Ship Hardware Support,1yr Onsite Next Business Day Hardware Support (see Quote&Order Policies for specifics),--,--,--,--,--,--,--,--,--,--
IPSNS3200NBDA,IPSNS3200NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
IPSNS3200FONBDA,IPSNS3200FONBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
IPSNS3100NBDA,IPSNS3100NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
IPSNS3100FONBDA,IPSNS3100FONBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ATD6100NBDA,ATD6100NBD,--,--,1yr Next Business Day Ship Hardware Support,1yr Onsite Next Business Day Hardware Support (see Quote&Order Policies for specifics),--,--,--,--,--,--,--,--,--,--
ATD6100SDA,ATD6100SD,--,--,1yr Same Day 24x7 Hardware Support (CRU Only),1yr Onsite 4 Hour Same Day 24x7 Hardware Support (see Quote&Order Policies for specifics),--,--,--,--,--,--,--,--,--,--
ATD6100GLNBDA,ATD6100GLNBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ATD6100GLSDA,ATD6100GLSD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ATD3200NBDA,ATD3200NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ATD3200SDA,ATD3200SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ATD6200NBDA,ATD6200NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ATD6200SDA,ATD6200SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ATD3100NBDA,ATD3100NBD,--,--,1yr Next Business Day Ship Hardware Support,1yr Onsite Next Business Day Hardware Support (see Quote&Order Policies for specifics),--,--,--,--,--,--,--,--,--,--
ATD3100SDA,ATD3100SD,--,--,1yr Same Day 24x7 Hardware Support (CRU Only),1yr Onsite 4 Hour Same Day 24x7 Hardware Support (see Quote&Order Policies for specifics),--,--,--,--,--,--,--,--,--,--
ATD3100GLNBDA,ATD3100GLNBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ATD3100GLSDA,ATD3100GLSD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
IVX3100NBDA,IVX3100NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
IVX3100SDA,IVX3100SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
IVX3200NBDA,IVX3200NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
IVX3200SDA,IVX3200SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
IVX6100NBDA,IVX6100NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
IVX6100SDA,IVX6100SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
IVX6200NBDA,IVX6200NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
IVX6200SDA,IVX6200SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ENMELM6075NBDA,ENMELM6075NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ENMELM6075SDA,ENMELM6075SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ETM6050ELMNBDA,ETM6050ELMNBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ETM6050ELMSDA,ETM6050ELMSD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ENMELM5775NBDA,ENMELM5775NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ENMELM5775SDA,ENMELM5775SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ETM5700ELMNBDA,ETM5700ELMNBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ETM5700ELMSDA,ETM5700ELMSD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ETM6075NBDA,ETM6075NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ETM6075SDA,ETM6075SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ETMX9NNBDA,ETMX9NNBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ETMX9NSDA,ETMX9NSD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ETM6050NBDA,ETM6050NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ETM6050SDA,ETM6050SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ETM5775NBDA,ETM5775NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ETM5775SDA,ETM5775SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ETM5700NBDA,ETM5700NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ETM5700SDA,ETM5700SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ETMX7NNBDA,ETMX7NNBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ETMX7NSDA,ETMX7NSD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ETMX7NBDA,ETMX7NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ETMX7SDA,ETMX7SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ETMX9NBDA,ETMX9NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ETMX9SDA,ETMX9SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ETMX11NNBDA,ETMX11NNBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ETMX11NSDA,ETMX11NSD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ETMX11NBDA,ETMX11NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ETMX11SDA,ETMX11SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ELMSSD6NBDA,ELMSSD6NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ELMSSD6SDA,ELMSSD6SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ELM6075NBDA,ELM6075NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ELM6075SDA,ELM6075SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ELM6050NBDA,ELM6050NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ELM6050SDA,ELM6050SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ELM5775NBDA,ELM5775NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ELM5775SDA,ELM5775SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ELM5700NBDA,ELM5700NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ELM5700SDA,ELM5700SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ELMSSD5NBDA,ELMSSD5NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ELMSSD5SDA,ELMSSD5SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ELSSSD6NBDA,ELSSSD6NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ELSSSD6SDA,ELSSSD6SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ELS6075NBDA,ELS6075NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ELS6075SDA,ELS6075SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ELS6050NBDA,ELS6050NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ELS6050SDA,ELS6050SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ELS5775NBDA,ELS5775NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ELS5775SDA,ELS5775SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ELS5700NBDA,ELS5700NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ELS5700SDA,ELS5700SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ELSSSD5NBDA,ELSSSD5NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ELSSSD5SDA,ELSSSD5SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ERCSSD6NBDA,ERCSSD6NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ERCSSD6SDA,ERCSSD6SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ERC3575NBDA,ERC3575NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ERC3575SDA,ERC3575SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ERC4700NBDA,ERC4700NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
