Channel SKU,Part. No.,Layer3 STUB Description_NEW,Layer3 STUB Description_OLD,Layer5_NEW,Layer5_OLD,Min_NEW,Min_OLD,Description_NEW,Description_OLD,MSRP List Price_NEW,MSRP List Price_OLD,FCS Date_NEW,FCS Date_OLD,EOS Date_NEW,EOS Date_OLD
TRXE1M1OFDEE-AA-AA,TRXE1M1OFDEE-AA,--,--,--,--,--,--,--,--,462.72,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M1OFDEE-AA-BA,TRXE1M1OFDEE-AA,--,--,--,--,--,--,--,--,356.25,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M1OFDEE-AA-CA,TRXE1M1OFDEE-AA,--,--,--,--,--,--,--,--,275.47,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M1OFDEE-AA-DA,TRXE1M1OFDEE-AA,--,--,--,--,--,--,--,--,202.85,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M1OFDEE-AA-EA,TRXE1M1OFDEE-AA,--,--,--,--,--,--,--,--,173.65,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M1OFDEE-AA-FA,TRXE1M1OFDEE-AA,--,--,--,--,--,--,--,--,155.97,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M12WDEE-DA-AA,TRXE1M12WDEE-DA,--,--,--,--,--,--,--,--,402.37,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M12WDEE-DA-BA,TRXE1M12WDEE-DA,--,--,--,--,--,--,--,--,309.78,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M12WDEE-DA-CA,TRXE1M12WDEE-DA,--,--,--,--,--,--,--,--,239.53,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M12WDEE-DA-DA,TRXE1M12WDEE-DA,--,--,--,--,--,--,--,--,176.4,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M12WDEE-DA-EA,TRXE1M12WDEE-DA,--,--,--,--,--,--,--,--,151,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M12WDEE-DA-FA,TRXE1M12WDEE-DA,--,--,--,--,--,--,--,--,135.62,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M11WDEE-DA-AA,TRXE1M11WDEE-DA,--,--,--,--,--,--,--,--,442.62,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M11WDEE-DA-BA,TRXE1M11WDEE-DA,--,--,--,--,--,--,--,--,340.76,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M11WDEE-DA-CA,TRXE1M11WDEE-DA,--,--,--,--,--,--,--,--,263.5,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M11WDEE-DA-DA,TRXE1M11WDEE-DA,--,--,--,--,--,--,--,--,194.05,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M11WDEE-DA-EA,TRXE1M11WDEE-DA,--,--,--,--,--,--,--,--,166.09,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M11WDEE-DA-FA,TRXE1M11WDEE-DA,--,--,--,--,--,--,--,--,149.18,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M1OFDEE-DA-AA,TRXE1M1OFDEE-DA,--,--,--,--,--,--,--,--,462.72,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M1OFDEE-DA-BA,TRXE1M1OFDEE-DA,--,--,--,--,--,--,--,--,356.25,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M1OFDEE-DA-CA,TRXE1M1OFDEE-DA,--,--,--,--,--,--,--,--,275.47,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M1OFDEE-DA-DA,TRXE1M1OFDEE-DA,--,--,--,--,--,--,--,--,202.85,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M1OFDEE-DA-EA,TRXE1M1OFDEE-DA,--,--,--,--,--,--,--,--,173.65,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M1OFDEE-DA-FA,TRXE1M1OFDEE-DA,--,--,--,--,--,--,--,--,155.97,Call For Quote,2025-04-30 00:00:00, ,--,--
VPC1DEE-ATAA,VPC1DEE-AT,--,--,--,--,--,--,--,--,--,--, ,2024-04-26 00:00:00,--,--
VPC2DEE-ATAA,VPC2DEE-AT,--,--,--,--,--,--,--,--,--,--, ,2024-04-26 00:00:00,--,--
HXGCLDEGXE-AA-AA,HXGCLDEGXE-AA,--,--,--,--,--,--,--,--,--,--,2025-05-02 00:00:00,2025-03-15 00:00:00,--,--
HXGCMDEGXE-AA-AA,HXGCMDEGXE-AA,--,--,--,--,--,--,--,--,--,--,2025-05-02 00:00:00,2025-03-15 00:00:00,--,--
EDREX180AUE-AA-AA,EDREX180AUE-AA,--,--,--,--,--,--,--,--,--,--,2025-05-31 00:00:00,2025-02-28 00:00:00,--,--
EDREX180AUE-DA-AA,EDREX180AUE-DA,--,--,--,--,--,--,--,--,--,--,2025-05-31 00:00:00,2025-02-28 00:00:00,--,--
TRXE1M12WAUE-AA-AA,TRXE1M12WAUE-AA,--,--,--,--,--,--,--,--,437.37,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M12WAUE-AA-BA,TRXE1M12WAUE-AA,--,--,--,--,--,--,--,--,336.7,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M12WAUE-AA-CA,TRXE1M12WAUE-AA,--,--,--,--,--,--,--,--,260.38,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M12WAUE-AA-DA,TRXE1M12WAUE-AA,--,--,--,--,--,--,--,--,191.74,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M12WAUE-AA-EA,TRXE1M12WAUE-AA,--,--,--,--,--,--,--,--,164.11,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M12WAUE-AA-FA,TRXE1M12WAUE-AA,--,--,--,--,--,--,--,--,147.42,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M11WAUE-AA-AA,TRXE1M11WAUE-AA,--,--,--,--,--,--,--,--,481.1,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M11WAUE-AA-BA,TRXE1M11WAUE-AA,--,--,--,--,--,--,--,--,370.38,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M11WAUE-AA-CA,TRXE1M11WAUE-AA,--,--,--,--,--,--,--,--,286.4,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M11WAUE-AA-DA,TRXE1M11WAUE-AA,--,--,--,--,--,--,--,--,210.92,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M11WAUE-AA-EA,TRXE1M11WAUE-AA,--,--,--,--,--,--,--,--,180.54,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M11WAUE-AA-FA,TRXE1M11WAUE-AA,--,--,--,--,--,--,--,--,162.16,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M1OFAUE-AA-AA,TRXE1M1OFAUE-AA,--,--,--,--,--,--,--,--,502.97,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M1OFAUE-AA-BA,TRXE1M1OFAUE-AA,--,--,--,--,--,--,--,--,387.22,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M1OFAUE-AA-CA,TRXE1M1OFAUE-AA,--,--,--,--,--,--,--,--,299.42,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M1OFAUE-AA-DA,TRXE1M1OFAUE-AA,--,--,--,--,--,--,--,--,220.5,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M1OFAUE-AA-EA,TRXE1M1OFAUE-AA,--,--,--,--,--,--,--,--,188.75,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M1OFAUE-AA-FA,TRXE1M1OFAUE-AA,--,--,--,--,--,--,--,--,169.53,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M12WAUE-DA-AA,TRXE1M12WAUE-DA,--,--,--,--,--,--,--,--,437.37,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M12WAUE-DA-BA,TRXE1M12WAUE-DA,--,--,--,--,--,--,--,--,336.7,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M12WAUE-DA-CA,TRXE1M12WAUE-DA,--,--,--,--,--,--,--,--,260.38,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M12WAUE-DA-DA,TRXE1M12WAUE-DA,--,--,--,--,--,--,--,--,191.74,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M12WAUE-DA-EA,TRXE1M12WAUE-DA,--,--,--,--,--,--,--,--,164.11,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M12WAUE-DA-FA,TRXE1M12WAUE-DA,--,--,--,--,--,--,--,--,147.42,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M11WAUE-DA-AA,TRXE1M11WAUE-DA,--,--,--,--,--,--,--,--,481.1,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M11WAUE-DA-BA,TRXE1M11WAUE-DA,--,--,--,--,--,--,--,--,370.38,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M11WAUE-DA-CA,TRXE1M11WAUE-DA,--,--,--,--,--,--,--,--,286.4,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M11WAUE-DA-DA,TRXE1M11WAUE-DA,--,--,--,--,--,--,--,--,210.92,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M11WAUE-DA-EA,TRXE1M11WAUE-DA,--,--,--,--,--,--,--,--,180.54,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M11WAUE-DA-FA,TRXE1M11WAUE-DA,--,--,--,--,--,--,--,--,162.16,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M1OFAUE-DA-AA,TRXE1M1OFAUE-DA,--,--,--,--,--,--,--,--,502.97,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M1OFAUE-DA-BA,TRXE1M1OFAUE-DA,--,--,--,--,--,--,--,--,387.22,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M1OFAUE-DA-CA,TRXE1M1OFAUE-DA,--,--,--,--,--,--,--,--,299.42,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M1OFAUE-DA-DA,TRXE1M1OFAUE-DA,--,--,--,--,--,--,--,--,220.5,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M1OFAUE-DA-EA,TRXE1M1OFAUE-DA,--,--,--,--,--,--,--,--,188.75,Call For Quote,2025-04-30 00:00:00, ,--,--
TRXE1M1OFAUE-DA-FA,TRXE1M1OFAUE-DA,--,--,--,--,--,--,--,--,169.53,Call For Quote,2025-04-30 00:00:00, ,--,--
HXGCLAUGXE-AA-AA,HXGCLAUGXE-AA,--,--,--,--,--,--,--,--,--,--,2025-05-02 00:00:00,2025-03-15 00:00:00,--,--
HXGCMAUGXE-AA-AA,HXGCMAUGXE-AA,--,--,--,--,--,--,--,--,--,--,2025-05-02 00:00:00,2025-03-15 00:00:00,--,--
HXGCLJPGXE-AA-AA,HXGCLJPGXE-AA,--,--,--,--,--,--,--,--,--,--,2025-05-02 00:00:00,2025-03-15 00:00:00,--,--
HXGCMJPGXE-AA-AA,HXGCMJPGXE-AA,--,--,--,--,--,--,--,--,--,--,2025-05-02 00:00:00,2025-03-15 00:00:00,--,--
HXGCLSGGXE-AA-AA,HXGCLSGGXE-AA,--,--,--,--,--,--,--,--,--,--,2025-05-02 00:00:00,2025-03-15 00:00:00,--,--
HXGCMSGGXE-AA-AA,HXGCMSGGXE-AA,--,--,--,--,--,--,--,--,--,--,2025-05-02 00:00:00,2025-03-15 00:00:00,--,--
NYVMAPLNGNBDA,NYVMAPLNGNBD,--,--,1yr Next Business Day Ship Hardware Support,1yr Onsite Next Business Day Hardware Support (see Quote&Order Policies for specifics),--,--,--,--,--,--,--,--,--,--
RBIPSNS9600NBDA,RBIPSNS9600NBD,--,--,1yr Next Business Day Ship Hardware Support,1yr Onsite Next Business Day Hardware Support (see Quote&Order Policies for specifics),--,--,--,--,--,--,--,--,--,--
RBIPSNS9500NBDA,RBIPSNS9500NBD,--,--,1yr Next Business Day Ship Hardware Support,1yr Onsite Next Business Day Hardware Support (see Quote&Order Policies for specifics),--,--,--,--,--,--,--,--,--,--
RBIPSNS7600NBDA,RBIPSNS7600NBD,--,--,1yr Next Business Day Ship Hardware Support,1yr Onsite Next Business Day Hardware Support (see Quote&Order Policies for specifics),--,--,--,--,--,--,--,--,--,--
RBIPSNS3600NBDA,RBIPSNS3600NBD,--,--,1yr Next Business Day Ship Hardware Support,1yr Onsite Next Business Day Hardware Support (see Quote&Order Policies for specifics),--,--,--,--,--,--,--,--,--,--
NDRT12WECE-AA-AA,NDRT12WECE-AA,--,--,--,--,--,--,--,--,263161.45,194934.41,--,--,--,--
NDRT12WECE-AA-BA,NDRT12WECE-AA,--,--,--,--,--,--,--,--,239237.69,177213.1,--,--,--,--
NDRT12WECE-AA-CA,NDRT12WECE-AA,--,--,--,--,--,--,--,--,215313.92,159491.79,--,--,--,--
NDRT12WECE-AA-DA,NDRT12WECE-AA,--,--,--,--,--,--,--,--,193782.53,142986.68,--,--,--,--
NDRT12WECE-AA-EA,NDRT12WECE-AA,--,--,--,--,101,100,--,--,174404.26,129188.34,--,--,--,--
NDRT11WECE-AA-AA,NDRT11WECE-AA,--,--,--,--,--,--,--,--,302635.67,224174.57,--,--,--,--
NDRT11WECE-AA-BA,NDRT11WECE-AA,--,--,--,--,--,--,--,--,275123.35,203795.07,--,--,--,--
NDRT11WECE-AA-CA,NDRT11WECE-AA,--,--,--,--,--,--,--,--,247611,183415.56,--,--,--,--
NDRT11WECE-AA-DA,NDRT11WECE-AA,--,--,--,--,--,--,--,--,222849.91,165074.01,--,--,--,--
NDRT11WECE-AA-EA,NDRT11WECE-AA,--,--,--,--,101,100,--,--,200564.91,148566.6,--,--,--,--
NDRT1OFECE-AA-AA,NDRT1OFECE-AA,--,--,--,--,--,--,--,--,315793.74,233921.29,--,--,--,--
NDRT1OFECE-AA-BA,NDRT1OFECE-AA,--,--,--,--,--,--,--,--,287085.22,212655.72,--,--,--,--
NDRT1OFECE-AA-CA,NDRT1OFECE-AA,--,--,--,--,--,--,--,--,258376.7,191390.15,--,--,--,--
NDRT1OFECE-AA-DA,NDRT1OFECE-AA,--,--,--,--,--,--,--,--,232539.04,172251.13,--,--,--,--
NDRT1OFECE-AA-EA,NDRT1OFECE-AA,--,--,--,--,101,100,--,--,209285.13,155026.01,--,--,--,--
NDRT22WECE-AA-AA,NDRT22WECE-AA,Network Detection and Response Enterprise Edition,Network Detection and Response Complete Edition,--,--,--,--,NDR Enterprise Ed 2W 1:1TE(T),NDR Complete Ed 2W 1:1TE(T),321641.78,263161.45,--,--,--,--
NDRT22WECE-AA-BA,NDRT22WECE-AA,Network Detection and Response Enterprise Edition,Network Detection and Response Complete Edition,--,--,--,--,NDR Enterprise Ed 2W 1:1TE(T),NDR Complete Ed 2W 1:1TE(T),292401.62,239237.69,--,--,--,--
NDRT22WECE-AA-CA,NDRT22WECE-AA,Network Detection and Response Enterprise Edition,Network Detection and Response Complete Edition,--,--,--,--,NDR Enterprise Ed 2W 1:1TE(T),NDR Complete Ed 2W 1:1TE(T),263161.45,215313.92,--,--,--,--
NDRT22WECE-AA-DA,NDRT22WECE-AA,Network Detection and Response Enterprise Edition,Network Detection and Response Complete Edition,--,--,--,--,NDR Enterprise Ed 2W 1:1TE(T),NDR Complete Ed 2W 1:1TE(T),236845.32,193782.53,--,--,--,--
NDRT22WECE-AA-EA,NDRT22WECE-AA,Network Detection and Response Enterprise Edition,Network Detection and Response Complete Edition,--,--,101,100,NDR Enterprise Ed 2W 1:1TE(T),NDR Complete Ed 2W 1:1TE(T),213160.79,174404.26,--,--,--,--
NDRT21WECE-AA-AA,NDRT21WECE-AA,Network Detection and Response Enterprise Edition,Network Detection and Response Complete Edition,--,--,--,--,NDR Enterprise Ed 1W 1:1TE(T),NDR Complete Ed 1W 1:1TE(T),369888.04,302635.67,--,--,--,--
NDRT21WECE-AA-BA,NDRT21WECE-AA,Network Detection and Response Enterprise Edition,Network Detection and Response Complete Edition,--,--,--,--,NDR Enterprise Ed 1W 1:1TE(T),NDR Complete Ed 1W 1:1TE(T),336261.87,275123.35,--,--,--,--
NDRT21WECE-AA-CA,NDRT21WECE-AA,Network Detection and Response Enterprise Edition,Network Detection and Response Complete Edition,--,--,--,--,NDR Enterprise Ed 1W 1:1TE(T),NDR Complete Ed 1W 1:1TE(T),302635.67,247611,--,--,--,--
NDRT21WECE-AA-DA,NDRT21WECE-AA,Network Detection and Response Enterprise Edition,Network Detection and Response Complete Edition,--,--,--,--,NDR Enterprise Ed 1W 1:1TE(T),NDR Complete Ed 1W 1:1TE(T),272372.1,222849.91,--,--,--,--
NDRT21WECE-AA-EA,NDRT21WECE-AA,Network Detection and Response Enterprise Edition,Network Detection and Response Complete Edition,--,--,101,100,NDR Enterprise Ed 1W 1:1TE(T),NDR Complete Ed 1W 1:1TE(T),245134.91,200564.91,--,--,--,--
NDRT2OFECE-AA-AA,NDRT2OFECE-AA,Network Detection and Response Enterprise Edition,Network Detection and Response Complete Edition,--,--,--,--,NDR Enterprise Ed OF 1:1TE(T),NDR Complete Ed OF 1:1TE(T),385970.14,315793.74,--,--,--,--
NDRT2OFECE-AA-BA,NDRT2OFECE-AA,Network Detection and Response Enterprise Edition,Network Detection and Response Complete Edition,--,--,--,--,NDR Enterprise Ed OF 1:1TE(T),NDR Complete Ed OF 1:1TE(T),350881.94,287085.22,--,--,--,--
NDRT2OFECE-AA-CA,NDRT2OFECE-AA,Network Detection and Response Enterprise Edition,Network Detection and Response Complete Edition,--,--,--,--,NDR Enterprise Ed OF 1:1TE(T),NDR Complete Ed OF 1:1TE(T),315793.74,258376.7,--,--,--,--
NDRT2OFECE-AA-DA,NDRT2OFECE-AA,Network Detection and Response Enterprise Edition,Network Detection and Response Complete Edition,--,--,--,--,NDR Enterprise Ed OF 1:1TE(T),NDR Complete Ed OF 1:1TE(T),284214.37,232539.04,--,--,--,--
NDRT2OFECE-AA-EA,NDRT2OFECE-AA,Network Detection and Response Enterprise Edition,Network Detection and Response Complete Edition,--,--,101,100,NDR Enterprise Ed OF 1:1TE(T),NDR Complete Ed OF 1:1TE(T),255792.93,209285.13,--,--,--,--
NDRS-8600-TA,NDRS-8600-T,--,--,--,--,--,--,--,--,398419.08,475156.45,--,--,--,--
IVX-5600-TA,IVX-5600-T,--,--,--,--,--,--,--,--,--,--,2025-04-14 00:00:00,2025-03-17 00:00:00,--,--
IVX56002WECE-AT-AA,IVX56002WECE-AT,--,--,--,--,--,--,--,--,--,--,2025-04-14 00:00:00,2025-03-17 00:00:00,--,--
IVX56001WECE-AT-AA,IVX56001WECE-AT,--,--,--,--,--,--,--,--,--,--,2025-04-14 00:00:00,2025-03-17 00:00:00,--,--
IVX5600OFECE-AT-AA,IVX5600OFECE-AT,--,--,--,--,--,--,--,--,--,--,2025-04-14 00:00:00,2025-03-17 00:00:00,--,--
IVX-12600-TA,IVX-12600-T,--,--,--,--,--,--,--,--,--,--,2025-04-14 00:00:00,2025-03-17 00:00:00,--,--
IVX126002ECE-AT-AA,IVX126002ECE-AT,--,--,--,--,--,--,--,--,--,--,2025-04-14 00:00:00,2025-03-17 00:00:00,--,--
IVX126001ECE-AT-AA,IVX126001ECE-AT,--,--,--,--,--,--,--,--,--,--,2025-04-14 00:00:00,2025-03-17 00:00:00,--,--
IVX12600OECE-AT-AA,IVX12600OECE-AT,--,--,--,--,--,--,--,--,--,--,2025-04-14 00:00:00,2025-03-17 00:00:00,--,--
IVX3322WECE-AB-AA,IVX3322WECE-AB,--,--,--,--,--,--,--,--,--,--,2025-04-30 00:00:00,2025-03-25 00:00:00,--,--
IVX3321WECE-AB-AA,IVX3321WECE-AB,--,--,--,--,--,--,--,--,--,--,2025-04-30 00:00:00,2025-03-25 00:00:00,--,--
IVX332OFECE-AB-AA,IVX332OFECE-AB,--,--,--,--,--,--,--,--,--,--,2025-04-30 00:00:00,2025-03-25 00:00:00,--,--
IVX3482WECE-AB-AA,IVX3482WECE-AB,--,--,--,--,--,--,--,--,--,--,2025-04-30 00:00:00,2025-03-25 00:00:00,--,--
IVX3481WECE-AB-AA,IVX3481WECE-AB,--,--,--,--,--,--,--,--,--,--,2025-04-30 00:00:00,2025-03-25 00:00:00,--,--
IVX348OFECE-AB-AA,IVX348OFECE-AB,--,--,--,--,--,--,--,--,--,--,2025-04-30 00:00:00,2025-03-25 00:00:00,--,--
IVX3642WECE-AB-AA,IVX3642WECE-AB,--,--,--,--,--,--,--,--,--,--,2025-04-30 00:00:00,2025-03-25 00:00:00,--,--
IVX3641WECE-AB-AA,IVX3641WECE-AB,--,--,--,--,--,--,--,--,--,--,2025-04-30 00:00:00,2025-03-25 00:00:00,--,--
IVX364OFECE-AB-AA,IVX364OFECE-AB,--,--,--,--,--,--,--,--,--,--,2025-04-30 00:00:00,2025-03-25 00:00:00,--,--
ENMELM6100NBDA,ENMELM6100NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ENMELM61005SDA,ENMELM61005SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ETM6100NBDA,ETM6100NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ETM6100SDA,ETM6100SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ETMX10NBDA,ETMX10NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ETMX10SDA,ETMX10SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ELM6100NBDA,ELM6100NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ELM6100SDA,ELM6100SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ERC3600NBDA,ERC3600NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ERC3600SDA,ERC3600SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ERC4800NBDA,ERC4800NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ERC4800SDA,ERC4800SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ACE4800NBDA,ACE4800NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ACE4800SDA,ACE4800SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
ACE3600NBDA,ACE3600NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
ACE3600SDA,ACE3600SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
APM3600NBDA,APM3600NBD,--,--,1yr Thrive Essential & Next Business Day Ship Hardware Support,1yr Thrive Essential & Onsite Next Business Day Hardware Support,--,--,--,--,--,--,--,--,--,--
APM3600SDA,APM3600SD,--,--,1yr Thrive Essential & Same Day 24x7 Hardware Support (CRU Only),1yr Thrive Essential & Onsite 4 Hour Same Day 24x7 Hardware Support,--,--,--,--,--,--,--,--,--,--
RBDAS120NBDA,RBDAS120NBD,--,--,1yr Next Business Day Ship Hardware Support,1yr Onsite Next Business Day Hardware Support (see Quote&Order Policies for specifics),--,--,--,--,--,--,--,--,--,--
RBDAS250NBDA,RBDAS250NBD,--,--,1yr Next Business Day Ship Hardware Support,1yr Onsite Next Business Day Hardware Support (see Quote&Order Policies for specifics),--,--,--,--,--,--,--,--,--,--
GSSYFM-AA-AA,GSSYFM-AA,--,--,--,--,--,--,--,--,--,--,--,--,2026-12-31 00:00:00, 
GSSYFM-AA-BA,GSSYFM-AA,--,--,--,--,--,--,--,--,--,--,--,--,2026-12-31 00:00:00, 
GSSYFM-AA-CA,GSSYFM-AA,--,--,--,--,--,--,--,--,--,--,--,--,2026-12-31 00:00:00, 
GSSYFM-AA-DA,GSSYFM-AA,--,--,--,--,--,--,--,--,--,--,--,--,2026-12-31 00:00:00, 
GSSYFM-AA-EA,GSSYFM-AA,--,--,--,--,--,--,--,--,--,--,--,--,2026-12-31 00:00:00, 
GSSYFM-AA-FA,GSSYFM-AA,--,--,--,--,--,--,--,--,--,--,--,--,2026-12-31 00:00:00, 
GSSYFM-AA-GA,GSSYFM-AA,--,--,--,--,--,--,--,--,--,--,--,--,2026-12-31 00:00:00, 
GSSYFM-AA-HA,GSSYFM-AA,--,--,--,--,--,--,--,--,--,--,--,--,2026-12-31 00:00:00, 
GSSYFM-AA-IA,GSSYFM-AA,--,--,--,--,--,--,--,--,--,--,--,--,2026-12-31 00:00:00, 
GSSYFM-AA-JA,GSSYFM-AA,--,--,--,--,--,--,--,--,--,--,--,--,2026-12-31 00:00:00, 
ESPSGE-AB-AA,ESPSGE-AB,Trellix ENS Storage Protection - Subscription (Singapore Data Center),Trellix ENS Storage Protection - Subscription (Singapore Data Center)a,--,--,--,--,--,--,--,--,--,--,--,--
ESPSGE-AB-BA,ESPSGE-AB,Trellix ENS Storage Protection - Subscription (Singapore Data Center),Trellix ENS Storage Protection - Subscription (Singapore Data Center)a,--,--,--,--,--,--,--,--,--,--,--,--
ESPSGE-AB-CA,ESPSGE-AB,Trellix ENS Storage Protection - Subscription (Singapore Data Center),Trellix ENS Storage Protection - Subscription (Singapore Data Center)a,--,--,--,--,--,--,--,--,--,--,--,--
ESPSGE-AB-DA,ESPSGE-AB,Trellix ENS Storage Protection - Subscription (Singapore Data Center),Trellix ENS Storage Protection - Subscription (Singapore Data Center)a,--,--,--,--,--,--,--,--,--,--,--,--
ESPSGE-AB-EA,ESPSGE-AB,Trellix ENS Storage Protection - Subscription (Singapore Data Center),Trellix ENS Storage Protection - Subscription (Singapore Data Center)a,--,--,--,--,--,--,--,--,--,--,--,--
ESPSGE-AB-FA,ESPSGE-AB,Trellix ENS Storage Protection - Subscription (Singapore Data Center),Trellix ENS Storage Protection - Subscription (Singapore Data Center)a,--,--,--,--,--,--,--,--,--,--,--,--
