Layer1,Layer2,Layer3 STUB,Layer3 STUB Description,Layer4,Layer5,Band,Min,Max,Description,Part. No.,Channel SKU,MSRP List Price,Assurance,Packaged Weight,Packaged Size,Tiered Pric,Pricing Tier,Reseller Authorization,Tier 1 Authorization,Reorder,Export Restriction,FCS Date,EOS Date,Commission Group Description,EAN/UPC,Effective Date,Currency,Price List,Solution Competency,Product Type
Trellix Server Security,Server Security Suites,CWSB,Trellix Cloud Workload Security - Basic,Standard Offering,ProtectPLUS Perpetual License with 1yr Thrive Essential,F,501,1000,Cloud Workload Sec Basic P:1TE[P+],CWBCDE-AB,CWBCDE-AB-FA,253.94,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSB,Trellix Cloud Workload Security - Basic,Standard Offering,ProtectPLUS Perpetual License with 1yr Thrive Essential,G,1001,2000,Cloud Workload Sec Basic P:1TE[P+],CWBCDE-AB,CWBCDE-AB-GA,237.32,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSB,Trellix Cloud Workload Security - Basic,Standard Offering,ProtectPLUS Perpetual License with 1yr Thrive Essential,H,2001,5000,Cloud Workload Sec Basic P:1TE[P+],CWBCDE-AB,CWBCDE-AB-HA,216.51,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSB,Trellix Cloud Workload Security - Basic,Standard Offering,ProtectPLUS Perpetual License with 1yr Thrive Essential,I,5001,10000,Cloud Workload Sec Basic P:1TE[P+],CWBCDE-AB,CWBCDE-AB-IA,204,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSB,Trellix Cloud Workload Security - Basic,Standard Offering,ProtectPLUS Perpetual License with 1yr Thrive Essential,J,10001,+,Cloud Workload Sec Basic P:1TE[P+],CWBCDE-AB,CWBCDE-AB-JA,191.52,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSB,Trellix Cloud Workload Security - Basic,Standard Offering,ProtectPLUS 1yr Thrive Essential,A,1,25,Cloud Workload Sec Basic 1YrTE[P+],CWBYFM-AB,CWBYFM-AB-AA,183.18,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSB,Trellix Cloud Workload Security - Basic,Standard Offering,ProtectPLUS 1yr Thrive Essential,B,26,50,Cloud Workload Sec Basic 1YrTE[P+],CWBYFM-AB,CWBYFM-AB-BA,155.71,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSB,Trellix Cloud Workload Security - Basic,Standard Offering,ProtectPLUS 1yr Thrive Essential,C,51,100,Cloud Workload Sec Basic 1YrTE[P+],CWBYFM-AB,CWBYFM-AB-CA,139.23,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSB,Trellix Cloud Workload Security - Basic,Standard Offering,ProtectPLUS 1yr Thrive Essential,D,101,250,Cloud Workload Sec Basic 1YrTE[P+],CWBYFM-AB,CWBYFM-AB-DA,124.58,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSB,Trellix Cloud Workload Security - Basic,Standard Offering,ProtectPLUS 1yr Thrive Essential,E,251,500,Cloud Workload Sec Basic 1YrTE[P+],CWBYFM-AB,CWBYFM-AB-EA,119.06,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSB,Trellix Cloud Workload Security - Basic,Standard Offering,ProtectPLUS 1yr Thrive Essential,F,501,1000,Cloud Workload Sec Basic 1YrTE[P+],CWBYFM-AB,CWBYFM-AB-FA,111.74,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSB,Trellix Cloud Workload Security - Basic,Standard Offering,ProtectPLUS 1yr Thrive Essential,G,1001,2000,Cloud Workload Sec Basic 1YrTE[P+],CWBYFM-AB,CWBYFM-AB-GA,104.39,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSB,Trellix Cloud Workload Security - Basic,Standard Offering,ProtectPLUS 1yr Thrive Essential,H,2001,5000,Cloud Workload Sec Basic 1YrTE[P+],CWBYFM-AB,CWBYFM-AB-HA,95.27,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSB,Trellix Cloud Workload Security - Basic,Standard Offering,ProtectPLUS 1yr Thrive Essential,I,5001,10000,Cloud Workload Sec Basic 1YrTE[P+],CWBYFM-AB,CWBYFM-AB-IA,89.75,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSB,Trellix Cloud Workload Security - Basic,Standard Offering,ProtectPLUS 1yr Thrive Essential,J,10001,+,Cloud Workload Sec Basic 1YrTE[P+],CWBYFM-AB,CWBYFM-AB-JA,84.29,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSB-S,Trellix Cloud Workload Security - Basic Subscription,Subscription Offering,1yr Subscription with 1yr Thrive Essential,A,1,25,Cloud Workload Sec Basic 1:1TE [P+],CWBECE-AB,CWBECE-AB-AA,253.32,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSB-S,Trellix Cloud Workload Security - Basic Subscription,Subscription Offering,1yr Subscription with 1yr Thrive Essential,B,26,50,Cloud Workload Sec Basic 1:1TE [P+],CWBECE-AB,CWBECE-AB-BA,215.32,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSB-S,Trellix Cloud Workload Security - Basic Subscription,Subscription Offering,1yr Subscription with 1yr Thrive Essential,C,51,100,Cloud Workload Sec Basic 1:1TE [P+],CWBECE-AB,CWBECE-AB-CA,192.51,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSB-S,Trellix Cloud Workload Security - Basic Subscription,Subscription Offering,1yr Subscription with 1yr Thrive Essential,D,101,250,Cloud Workload Sec Basic 1:1TE [P+],CWBECE-AB,CWBECE-AB-DA,172.25,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSB-S,Trellix Cloud Workload Security - Basic Subscription,Subscription Offering,1yr Subscription with 1yr Thrive Essential,E,251,500,Cloud Workload Sec Basic 1:1TE [P+],CWBECE-AB,CWBECE-AB-EA,164.62,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSB-S,Trellix Cloud Workload Security - Basic Subscription,Subscription Offering,1yr Subscription with 1yr Thrive Essential,F,501,1000,Cloud Workload Sec Basic 1:1TE [P+],CWBECE-AB,CWBECE-AB-FA,154.5,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSB-S,Trellix Cloud Workload Security - Basic Subscription,Subscription Offering,1yr Subscription with 1yr Thrive Essential,G,1001,2000,Cloud Workload Sec Basic 1:1TE [P+],CWBECE-AB,CWBECE-AB-GA,144.39,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSB-S,Trellix Cloud Workload Security - Basic Subscription,Subscription Offering,1yr Subscription with 1yr Thrive Essential,H,2001,5000,Cloud Workload Sec Basic 1:1TE [P+],CWBECE-AB,CWBECE-AB-HA,131.73,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSB-S,Trellix Cloud Workload Security - Basic Subscription,Subscription Offering,1yr Subscription with 1yr Thrive Essential,I,5001,10000,Cloud Workload Sec Basic 1:1TE [P+],CWBECE-AB,CWBECE-AB-IA,124.11,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSB-S,Trellix Cloud Workload Security - Basic Subscription,Subscription Offering,1yr Subscription with 1yr Thrive Essential,J,10001,+,Cloud Workload Sec Basic 1:1TE [P+],CWBECE-AB,CWBECE-AB-JA,116.53,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSBU-S,Trellix Cloud Workload Security Basic - Transition Subscription,Upgrade Subscription Offering,1yr Subscription with 1yr Thrive Essential,A,1,25,CloudWorkloadSecBasic UPGD1:1TE [P+],CWBECE-DB,CWBECE-DB-AA,253.32,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSBU-S,Trellix Cloud Workload Security Basic - Transition Subscription,Upgrade Subscription Offering,1yr Subscription with 1yr Thrive Essential,B,26,50,CloudWorkloadSecBasic UPGD1:1TE [P+],CWBECE-DB,CWBECE-DB-BA,215.32,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSBU-S,Trellix Cloud Workload Security Basic - Transition Subscription,Upgrade Subscription Offering,1yr Subscription with 1yr Thrive Essential,C,51,100,CloudWorkloadSecBasic UPGD1:1TE [P+],CWBECE-DB,CWBECE-DB-CA,192.51,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSBU-S,Trellix Cloud Workload Security Basic - Transition Subscription,Upgrade Subscription Offering,1yr Subscription with 1yr Thrive Essential,D,101,250,CloudWorkloadSecBasic UPGD1:1TE [P+],CWBECE-DB,CWBECE-DB-DA,172.25,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSBU-S,Trellix Cloud Workload Security Basic - Transition Subscription,Upgrade Subscription Offering,1yr Subscription with 1yr Thrive Essential,E,251,500,CloudWorkloadSecBasic UPGD1:1TE [P+],CWBECE-DB,CWBECE-DB-EA,164.62,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSBU-S,Trellix Cloud Workload Security Basic - Transition Subscription,Upgrade Subscription Offering,1yr Subscription with 1yr Thrive Essential,F,501,1000,CloudWorkloadSecBasic UPGD1:1TE [P+],CWBECE-DB,CWBECE-DB-FA,154.5,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSBU-S,Trellix Cloud Workload Security Basic - Transition Subscription,Upgrade Subscription Offering,1yr Subscription with 1yr Thrive Essential,G,1001,2000,CloudWorkloadSecBasic UPGD1:1TE [P+],CWBECE-DB,CWBECE-DB-GA,144.39,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSBU-S,Trellix Cloud Workload Security Basic - Transition Subscription,Upgrade Subscription Offering,1yr Subscription with 1yr Thrive Essential,H,2001,5000,CloudWorkloadSecBasic UPGD1:1TE [P+],CWBECE-DB,CWBECE-DB-HA,131.73,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSBU-S,Trellix Cloud Workload Security Basic - Transition Subscription,Upgrade Subscription Offering,1yr Subscription with 1yr Thrive Essential,I,5001,10000,CloudWorkloadSecBasic UPGD1:1TE [P+],CWBECE-DB,CWBECE-DB-IA,124.11,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSBU-S,Trellix Cloud Workload Security Basic - Transition Subscription,Upgrade Subscription Offering,1yr Subscription with 1yr Thrive Essential,J,10001,+,CloudWorkloadSecBasic UPGD1:1TE [P+],CWBECE-DB,CWBECE-DB-JA,116.53,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE,Trellix Cloud Workload Security - Essentials,Standard Offering,ProtectPLUS Perpetual License with 1yr Thrive Essential,A,1,25,Cloud Workload Sec Essl P:1TE[P+],CWECDE-AB,CWECDE-AB-AA,1132.48,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE,Trellix Cloud Workload Security - Essentials,Standard Offering,ProtectPLUS Perpetual License with 1yr Thrive Essential,B,26,50,Cloud Workload Sec Essl P:1TE[P+],CWECDE-AB,CWECDE-AB-BA,962.61,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE,Trellix Cloud Workload Security - Essentials,Standard Offering,ProtectPLUS Perpetual License with 1yr Thrive Essential,C,51,100,Cloud Workload Sec Essl P:1TE[P+],CWECDE-AB,CWECDE-AB-CA,860.68,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE,Trellix Cloud Workload Security - Essentials,Standard Offering,ProtectPLUS Perpetual License with 1yr Thrive Essential,D,101,250,Cloud Workload Sec Essl P:1TE[P+],CWECDE-AB,CWECDE-AB-DA,770.09,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE,Trellix Cloud Workload Security - Essentials,Standard Offering,ProtectPLUS Perpetual License with 1yr Thrive Essential,E,251,500,Cloud Workload Sec Essl P:1TE[P+],CWECDE-AB,CWECDE-AB-EA,736.1,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE,Trellix Cloud Workload Security - Essentials,Standard Offering,ProtectPLUS Perpetual License with 1yr Thrive Essential,F,501,1000,Cloud Workload Sec Essl P:1TE[P+],CWECDE-AB,CWECDE-AB-FA,690.82,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE,Trellix Cloud Workload Security - Essentials,Standard Offering,ProtectPLUS Perpetual License with 1yr Thrive Essential,G,1001,2000,Cloud Workload Sec Essl P:1TE[P+],CWECDE-AB,CWECDE-AB-GA,645.5,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE,Trellix Cloud Workload Security - Essentials,Standard Offering,ProtectPLUS Perpetual License with 1yr Thrive Essential,H,2001,5000,Cloud Workload Sec Essl P:1TE[P+],CWECDE-AB,CWECDE-AB-HA,588.87,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE,Trellix Cloud Workload Security - Essentials,Standard Offering,ProtectPLUS Perpetual License with 1yr Thrive Essential,I,5001,10000,Cloud Workload Sec Essl P:1TE[P+],CWECDE-AB,CWECDE-AB-IA,554.91,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE,Trellix Cloud Workload Security - Essentials,Standard Offering,ProtectPLUS Perpetual License with 1yr Thrive Essential,J,10001,+,Cloud Workload Sec Essl P:1TE[P+],CWECDE-AB,CWECDE-AB-JA,520.94,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE,Trellix Cloud Workload Security - Essentials,Standard Offering,ProtectPLUS 1yr Thrive Essential,A,1,25,Cloud Workload Sec Essl 1YrTE[P+],CWEYFM-AB,CWEYFM-AB-AA,498.3,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE,Trellix Cloud Workload Security - Essentials,Standard Offering,ProtectPLUS 1yr Thrive Essential,B,26,50,Cloud Workload Sec Essl 1YrTE[P+],CWEYFM-AB,CWEYFM-AB-BA,423.54,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE,Trellix Cloud Workload Security - Essentials,Standard Offering,ProtectPLUS 1yr Thrive Essential,C,51,100,Cloud Workload Sec Essl 1YrTE[P+],CWEYFM-AB,CWEYFM-AB-CA,378.73,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE,Trellix Cloud Workload Security - Essentials,Standard Offering,ProtectPLUS 1yr Thrive Essential,D,101,250,Cloud Workload Sec Essl 1YrTE[P+],CWEYFM-AB,CWEYFM-AB-DA,338.84,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE,Trellix Cloud Workload Security - Essentials,Standard Offering,ProtectPLUS 1yr Thrive Essential,E,251,500,Cloud Workload Sec Essl 1YrTE[P+],CWEYFM-AB,CWEYFM-AB-EA,323.89,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE,Trellix Cloud Workload Security - Essentials,Standard Offering,ProtectPLUS 1yr Thrive Essential,F,501,1000,Cloud Workload Sec Essl 1YrTE[P+],CWEYFM-AB,CWEYFM-AB-FA,303.97,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE,Trellix Cloud Workload Security - Essentials,Standard Offering,ProtectPLUS 1yr Thrive Essential,G,1001,2000,Cloud Workload Sec Essl 1YrTE[P+],CWEYFM-AB,CWEYFM-AB-GA,284,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE,Trellix Cloud Workload Security - Essentials,Standard Offering,ProtectPLUS 1yr Thrive Essential,H,2001,5000,Cloud Workload Sec Essl 1YrTE[P+],CWEYFM-AB,CWEYFM-AB-HA,259.1,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE,Trellix Cloud Workload Security - Essentials,Standard Offering,ProtectPLUS 1yr Thrive Essential,I,5001,10000,Cloud Workload Sec Essl 1YrTE[P+],CWEYFM-AB,CWEYFM-AB-IA,244.15,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE,Trellix Cloud Workload Security - Essentials,Standard Offering,ProtectPLUS 1yr Thrive Essential,J,10001,+,Cloud Workload Sec Essl 1YrTE[P+],CWEYFM-AB,CWEYFM-AB-JA,229.23,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE-S,Trellix Cloud Workload Security - Essentials Subscription,Subscription Offering,1yr Subscription with 1yr Thrive Essential,A,1,25,Cloud Workload Sec Essl 1:1TE [P+],CWEECE-AB,CWEECE-AB-AA,689.02,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE-S,Trellix Cloud Workload Security - Essentials Subscription,Subscription Offering,1yr Subscription with 1yr Thrive Essential,B,26,50,Cloud Workload Sec Essl 1:1TE [P+],CWEECE-AB,CWEECE-AB-BA,585.68,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE-S,Trellix Cloud Workload Security - Essentials Subscription,Subscription Offering,1yr Subscription with 1yr Thrive Essential,C,51,100,Cloud Workload Sec Essl 1:1TE [P+],CWEECE-AB,CWEECE-AB-CA,523.64,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE-S,Trellix Cloud Workload Security - Essentials Subscription,Subscription Offering,1yr Subscription with 1yr Thrive Essential,D,101,250,Cloud Workload Sec Essl 1:1TE [P+],CWEECE-AB,CWEECE-AB-DA,468.53,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE-S,Trellix Cloud Workload Security - Essentials Subscription,Subscription Offering,1yr Subscription with 1yr Thrive Essential,E,251,500,Cloud Workload Sec Essl 1:1TE [P+],CWEECE-AB,CWEECE-AB-EA,447.87,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE-S,Trellix Cloud Workload Security - Essentials Subscription,Subscription Offering,1yr Subscription with 1yr Thrive Essential,F,501,1000,Cloud Workload Sec Essl 1:1TE [P+],CWEECE-AB,CWEECE-AB-FA,420.3,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
Trellix Server Security,Server Security Suites,CWSE-S,Trellix Cloud Workload Security - Essentials Subscription,Subscription Offering,1yr Subscription with 1yr Thrive Essential,G,1001,2000,Cloud Workload Sec Essl 1:1TE [P+],CWEECE-AB,CWEECE-AB-GA,392.74,No, , ,No,Standard,No,No,Yes,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Data Center
